MinReturn,Steps,StdReturn,MaxReturn,Epoch,AverageReturn
-135.217016515,493200,37.7601026204,17.7762264589,411,-62.5462534178
-155.860213033,494400,45.3541735008,38.0154961183,412,-66.2418554764
-114.725305817,495600,46.4328234837,68.0688619178,413,-50.0858833348
-141.322292633,496800,28.9910042644,-16.7780275635,414,-72.6232392707
-233.795151369,498000,49.790200607,-58.6696423023,415,-122.450776818
-197.921743357,499200,44.4453410581,-24.8226654686,416,-103.190687138
-127.308939883,500400,53.8880939524,71.7346812328,417,-62.3199384975
-307.914597479,501600,78.2684605144,-14.4606923626,418,-144.380141503
-244.285598165,502800,69.8328592957,-3.43045827842,419,-105.256552934
-256.735339288,504000,58.0510751263,-2.17792467833,420,-142.872642362
-263.872132809,505200,64.8837587968,-29.2109312169,421,-148.803143968
-171.89123812,506400,29.1841550245,-39.292991124,422,-111.425304968
-216.661359055,507600,45.0794779278,-51.3150513172,423,-109.111409184
-181.601492907,508800,64.0710289695,134.404227732,424,-64.4630915752
-205.21042798,510000,35.9406751558,-66.3921351716,425,-126.534124377
-238.146277184,511200,53.0845487475,-36.2179705001,426,-144.717636994
-290.103758556,512400,66.9310487024,-13.2740814275,427,-142.554130758
-223.641640665,513600,46.7990731121,-23.4319520666,428,-106.26700354
-202.710952913,514800,42.523368504,-16.3607609396,429,-132.159798041
-219.193000007,516000,40.9042006279,-78.5164357698,430,-140.151945417
-261.688509464,517200,61.745496672,-6.91183715128,431,-132.370934799
-220.721813442,518400,49.2275055884,-42.3674738065,432,-111.924707491
-245.912214926,519600,58.7870468265,-55.6867430099,433,-123.279895841
-165.555600149,520800,34.4041484229,-47.7878687582,434,-92.6458994977
-173.277897277,522000,39.826568341,2.12907522914,435,-87.8023869859
-174.502853747,523200,32.4269998581,-44.0579126535,436,-85.3934321901
-165.250863882,524400,38.5185017637,-20.8663845534,437,-80.3914651999
-146.098308566,525600,43.1922608199,24.5397289905,438,-72.8119623033
-175.344312941,526800,40.9847530094,-19.6412211714,439,-71.4782998628
-144.739463287,528000,28.2510806483,-36.0223753648,440,-70.2401368074
-143.625208061,529200,46.6559021681,40.8954981296,441,-47.7729227415
-164.929332347,530400,30.6622952554,-34.5974622263,442,-75.1650631711
-192.547218263,531600,41.8032471623,-31.2897522646,443,-81.5321198508
-178.364882383,532800,40.6101509632,-22.2124996284,444,-72.5934261932
-158.250208689,534000,41.812415663,-27.7378112478,445,-76.4661186748
-161.079816204,535200,49.817078044,44.6060685295,446,-54.4975251306
-129.774204448,536400,28.0741987837,-25.8598689697,447,-71.8274735164
-155.568615126,537600,33.2696199886,-30.8643288428,448,-78.7130184898
-194.393142535,538800,57.2080071094,-2.05070258183,449,-80.0986569164
-148.104292573,540000,26.3588151371,-52.8440881761,450,-80.4215049138
-179.624665971,541200,46.9084050232,-8.48782736635,451,-76.554990184
-198.581420352,542400,59.6306582485,-3.84720535626,452,-78.7567442152
-239.717364995,543600,72.4407414176,7.64096208676,453,-82.9385393718
-183.734631065,544800,60.1066411078,16.9683547936,454,-70.0965732264
-277.582131294,546000,91.7709523214,96.0896690442,455,-73.1241038723
-264.694141522,547200,69.2758278546,-41.1449745906,456,-103.319621458
-279.536548668,548400,76.4503236687,-33.3075007127,457,-114.976514479
-294.554058411,549600,69.116279471,-44.2576154102,458,-116.040919303
-304.748815155,550800,100.534119933,125.589318379,459,-62.9802842181
-309.905114345,552000,77.5966205227,-36.4317554213,460,-121.068479844
-281.626425008,553200,64.4123399169,-24.0822424725,461,-106.195267002
-316.962557474,554400,77.2858598245,-72.2259838501,462,-140.711750551
-353.871897429,555600,68.9623770406,-88.9274965858,463,-153.272031762
-292.568572809,556800,63.1136165747,-81.6670438691,464,-141.568475529
-264.2680667,558000,63.7708056263,-83.2060881757,465,-138.7066873
-309.693614194,559200,72.3818744756,-89.8075069261,466,-146.549989586
-266.908408031,560400,58.7610531269,-88.5394952272,467,-142.142322226
-313.470189746,561600,63.7487258114,-96.1287773809,468,-158.458418732
-349.285388811,562800,82.1203998624,-99.5286154569,469,-168.40568706
-367.286944567,564000,85.668418063,-92.3918624446,470,-175.307666406
-311.267341675,565200,55.8976976412,-99.6384521433,471,-149.271681985
-382.228020705,566400,89.3700973394,-100.0,472,-203.660608135
-342.533817891,567600,86.5714386538,-100.0,473,-219.339828188
-257.703308421,568800,51.733425894,-99.881083244,474,-160.3900648
-345.29159612,570000,79.5069362954,-97.8312272039,475,-197.753201578
-318.926386417,571200,76.9922804711,-81.5397418948,476,-164.303200547
-273.978096634,572400,60.2195762822,-80.8652894926,477,-152.477141773
-387.605520112,573600,92.2320116705,-94.3469475414,478,-182.498080106
-228.804022038,574800,45.4519009181,-75.3767511959,479,-131.125313857
-312.163376361,576000,80.9822697831,-77.1161548151,480,-171.607904835
-233.159642629,577200,32.3799267862,-85.6557147229,481,-118.500690061
-270.468128444,578400,55.497065997,-68.9932660351,482,-132.236755082
-266.244267438,579600,65.4415321091,-63.4738710098,483,-125.211657243
-244.108521636,580800,48.8808340976,-39.1881943081,484,-110.951297528
-217.813535115,582000,44.0941476964,-44.8527154755,485,-104.369974699
-273.980051207,583200,59.8550382112,-43.7245639187,486,-117.170088061
-224.103311064,584400,38.1469052184,-38.2439949932,487,-101.191378108
-178.834442717,585600,21.8548235726,-60.0887404803,488,-98.5714927381
-162.063355541,586800,23.6547138866,-41.4992383611,489,-94.191639403
-209.915780212,588000,37.4559698134,-27.1363957674,490,-93.8205331715
-222.138189528,589200,48.7526136724,-21.722328413,491,-85.4681234581
-186.822137675,590400,26.7659732525,-52.6391887823,492,-100.959983588
-227.983526794,591600,49.648337065,-22.3103823547,493,-90.7289455444
-188.654575066,592800,27.3755139413,-48.1905640875,494,-98.6459699133
-193.753520539,594000,37.5079836447,-25.6043976917,495,-96.9585063687
-227.219870138,595200,41.2144012603,-32.9280865277,496,-101.973065698
-194.182233572,596400,41.7513663824,-16.2903150017,497,-89.1032387757
-153.082224803,597600,27.8142309386,-23.6136442512,498,-91.9025307298
-206.146421005,598800,40.3242019879,-22.6368762822,499,-91.1881081647
-187.55192636,600000,32.5233115344,-37.2197444239,500,-102.734831645
-232.945165785,601200,50.061420615,-17.3231495033,501,-91.0779366232
-181.088290937,602400,26.1552339234,-45.8991966574,502,-95.3608382307
-181.208332107,603600,24.2625073324,-48.1574273852,503,-92.2293588726
-219.518742003,604800,32.9217927081,-43.952194545,504,-101.106046222
-245.359523476,606000,44.1792871993,-58.6100891804,505,-102.883320438
-284.6034466,607200,61.3318667508,-50.116672556,506,-119.192675525
-163.602986603,608400,20.7016575211,-62.7487838114,507,-102.140494489
-191.324047815,609600,38.0176069236,-51.0034053171,508,-103.843298942
-263.039074119,610800,44.7863605751,-62.4093583791,509,-115.539001581
-240.022866065,612000,35.0077416175,-62.0847352101,510,-107.76041393
-177.85215507,613200,18.1681160303,-63.8803888991,511,-96.310335518
-254.605282643,614400,50.169446423,-54.8144831929,512,-108.82025035
-209.09267018,615600,50.6887859544,-36.611963117,513,-106.003300692
-120.24704254,616800,7.87363092655,-80.5960627916,514,-94.4366276129
-168.282978041,618000,25.7430881583,-39.4245545738,515,-95.9598346555
-210.303225598,619200,33.0383370185,-51.8698022214,516,-97.7636835834
-253.090055762,620400,56.5184524414,-25.7808449715,517,-105.064575938
-229.925338044,621600,37.3632253616,-44.3760375969,518,-108.523903882
-269.156209863,622800,49.937065791,-45.895430282,519,-113.715648379
-206.732954538,624000,44.548726626,-30.7785315068,520,-97.4863595638
-258.571402582,625200,54.9141681684,-19.6437217159,521,-102.768686
-205.438448767,626400,32.1983838169,-48.5458230324,522,-99.6571421574
-272.748652807,627600,68.915377832,-39.7287735261,523,-120.398288536
-282.128856433,628800,69.6858322903,-32.6988185587,524,-120.297348081
-251.457025375,630000,48.3487074569,-54.4787671427,525,-104.722457673
-280.774221872,631200,64.7024022492,-51.6095626006,526,-119.957216496
-254.273504543,632400,56.9835386274,-34.9973075271,527,-116.270341462
-254.906252225,633600,45.8371097215,-68.1241896529,528,-109.571985424
-214.314608587,634800,49.7909038399,-45.226380989,529,-115.646200471
-263.083053647,636000,66.8774762992,-64.2377964061,530,-139.490301976
-299.674244973,637200,74.6844036992,-61.7504146656,531,-147.625619479
-297.746102011,638400,71.5071181503,-47.2263438515,532,-145.225414139
-324.108639029,639600,78.1692581778,-38.471086581,533,-147.305310732
-285.980506765,640800,64.1894999123,-66.1712260268,534,-138.247692639
-295.672296892,642000,72.8297546254,-78.1681795519,535,-161.7843123
-259.463288374,643200,57.8570559555,-65.6974068022,536,-138.85531135
-287.709408874,644400,69.2251404034,-66.7659804137,537,-162.085834942
-341.448041778,645600,80.6069481471,-84.0680562728,538,-185.639077447
-284.131868275,646800,53.6099549411,-79.2639627179,539,-133.972602815
-358.670827675,648000,92.7820859511,-89.7595148321,540,-223.26517054
-386.235065145,649200,94.8868639358,-100.0,541,-273.918875027
-339.285575575,650400,78.6570831052,-83.9074955523,542,-186.352177353
-299.527003615,651600,62.5685803381,-91.2056243259,543,-142.509361939
-353.596558849,652800,91.3816717168,-95.182977124,544,-204.950395169
-228.128214343,654000,35.9438772663,-87.4477993705,545,-124.492221007
-310.935704538,655200,72.3798706158,-85.6206037088,546,-150.930722627
-317.210087731,656400,72.8478070796,-71.5350105721,547,-141.721161305
-267.105132391,657600,58.0379760817,-80.3322662066,548,-126.866359865
-260.245324172,658800,53.5098170527,-59.6185556525,549,-108.689113942
-284.673290971,660000,64.6580739158,-55.8993630201,550,-115.632818719
-261.522177435,661200,71.334326608,8.84837511411,551,-95.3257538324
-288.797578187,662400,80.1257698376,-17.2402522202,552,-121.240950596
-263.937837113,663600,67.779511502,-35.3204215724,553,-110.393326857
-260.533856909,664800,57.8101955083,-46.8835728783,554,-106.309384
-217.236720623,666000,67.3235775116,17.8721444085,555,-94.6981137062
-254.535324064,667200,69.4611396724,19.0463708693,556,-101.522786423
-228.423270904,668400,65.5131678383,23.9754503931,557,-106.220199732
-315.82900039,669600,91.2736659208,11.9483399404,558,-106.272935802
-250.109877842,670800,88.9112829929,63.6542547484,559,-107.874258207
-342.836935082,672000,110.592207485,28.3919208421,560,-127.235313461
-280.430971742,673200,89.1410298862,37.6751117204,561,-122.243072019
-240.357621269,674400,84.4067261322,70.0407227359,562,-102.80746841
-263.991465504,675600,73.7524205779,22.7809057411,563,-110.042297458
-242.10053742,676800,69.7617299343,4.86081089125,564,-95.849665797
-212.13218936,678000,42.1671911101,-35.8092855991,565,-117.60583913
-223.97577223,679200,70.3784007704,15.5763201999,566,-86.6112771046
-237.965835212,680400,73.6166375195,53.5013981901,567,-86.4404574626
-227.612492876,681600,71.9130707537,-0.767018379809,568,-90.8322682326
-264.746054684,682800,69.1816016958,7.53862380227,569,-78.8747066945
-224.691923211,684000,65.5542424991,35.3974492385,570,-107.306730285
-227.029768779,685200,58.8980551872,-13.0056792502,571,-111.329340634
-209.668793944,686400,45.5506593632,-25.5348622617,572,-79.9156588796
-223.862709966,687600,54.2883153036,-11.3508476321,573,-100.912817022
-241.883051793,688800,70.7432347391,-0.0237813759679,574,-97.8234058087
-154.461657474,690000,22.3231593951,-57.4408893007,575,-99.4928972947
-250.964077184,691200,72.8796868349,-3.44856567732,576,-102.297113854
-260.239399214,692400,59.167583604,-36.8569841514,577,-116.711751417
-247.601563175,693600,52.1145102559,-40.9267066172,578,-103.000801351
-301.803027111,694800,72.1258712072,-36.732787131,579,-132.043880556
-253.605582667,696000,44.1758707499,-68.2181850503,580,-106.456192452
-274.439212748,697200,71.9712371582,-32.1661830757,581,-121.819035202
-246.836800852,698400,55.2791320315,-17.4178170569,582,-100.104396603
-270.352681496,699600,69.4236852353,-28.2736814565,583,-116.848694395
-277.352247412,700800,49.5965385486,-61.321041907,584,-132.831527824
-282.480278639,702000,55.6987274552,-42.3510247245,585,-104.439552703
-249.056987685,703200,57.2506603592,-52.7005674335,586,-116.494929298
-286.47522669,704400,72.9991079502,-23.940135278,587,-131.229769699
-268.069045743,705600,75.5813201921,-34.2680153253,588,-120.496635966
-258.700461784,706800,69.3747457983,-34.1067909204,589,-129.233365389
-294.490714399,708000,60.7977638231,-97.3919298927,590,-164.969350928
-334.378513656,709200,76.3922243361,-30.3884723676,591,-129.657839248
-289.5785462,710400,71.3495823718,-46.2941069563,592,-129.395088821
-335.714252829,711600,84.5089092475,-35.5559971743,593,-150.119002726
-303.999161136,712800,76.171693236,-53.292864585,594,-136.852693128
-210.963146937,714000,45.8148742501,-44.8661725124,595,-95.9023718912
-243.859406869,715200,64.0140500421,-14.9506527704,596,-101.007810801
-309.371966676,716400,62.3345917066,-35.714490713,597,-108.030810327
-246.845258253,717600,48.5713267018,-52.4436447805,598,-112.824173778
-221.845045994,718800,48.8313311922,-43.7510545116,599,-112.248109493
-242.746066575,720000,63.6153709894,-25.374691119,600,-96.0869076007
-272.960611209,721200,67.6578679998,-45.0911361993,601,-114.323835943
-263.865746928,722400,63.0664403709,-20.0002402767,602,-102.652840831
-276.683590801,723600,59.5943822074,-46.5849703646,603,-115.616987563
-223.431125236,724800,38.983673272,-41.5007322107,604,-103.852078734
-206.777953621,726000,36.8311001452,-52.6675244993,605,-108.372932652
-208.061034761,727200,48.0053541542,-28.0398810969,606,-89.3888208157
-222.345655943,728400,42.6834172607,-64.2622220516,607,-124.487485023
-199.2979211,729600,37.9737309941,-43.6917336751,608,-115.889089783
-215.449992284,730800,37.9537718462,-42.8060643818,609,-95.9961879971
-218.009207225,732000,53.787093564,-2.98642572385,610,-123.929862696
-230.085328806,733200,46.3253873028,-45.856329982,611,-137.955636031
-201.831376326,734400,63.3769067289,102.060540167,612,-89.2545779663
-215.572950173,735600,45.0694580133,-57.6068512009,613,-140.307985361
-242.54554298,736800,48.6872930363,-51.2396897513,614,-132.371208245
-188.026636468,738000,37.7413811082,-35.463230066,615,-116.128006717
-258.129101079,739200,68.6310748906,18.5877321862,616,-139.594875862
-230.204906979,740400,48.2713983306,-33.1156983394,617,-126.782734067
-190.574087216,741600,24.924816176,-63.396144891,618,-131.68520783
-236.627353892,742800,46.5601508219,-64.0592115353,619,-152.138525774
-223.294630002,744000,78.6630771044,85.8901672641,620,-69.1004412105
-246.133963245,745200,77.6428196655,67.6448665387,621,-51.497108005
-223.828631743,746400,57.2947788891,-10.9482153212,622,-132.37836739
-405.419362697,747600,109.524925979,86.8760262692,623,-89.5512212896
-206.330323587,748800,61.5163915468,38.2986483103,624,-53.5487129986
-141.075564114,750000,43.289700706,38.8150999381,625,-56.5322959495
-227.49872995,751200,65.6400897355,109.906407439,626,-37.7801337652
-393.061995171,752400,72.9820236323,14.1300070408,627,-86.3011136509
-289.253030799,753600,79.4852924029,114.28013222,628,-80.04596717
-344.467795688,754800,80.0396809841,60.4604884223,629,-77.3535470316
-362.803470252,756000,83.9144533934,47.2477739314,630,-96.0488852839
-210.164812407,757200,49.5050563197,61.390829337,631,-39.4331301346
-222.828184026,758400,51.2258700862,11.3388577262,632,-88.1131275198
-263.069860867,759600,94.3235236922,112.510554068,633,-30.6881487492
-247.318913434,760800,65.6080431174,77.4132531269,634,-47.1405403238
-110.044911267,762000,30.3033985805,48.2586230256,635,-20.0048853996
-166.860298489,763200,30.2213910103,-17.9684543893,636,-63.0043242568
-135.903227654,764400,45.8459484519,44.6261099455,637,-31.4662784272
-243.6518961,765600,82.1713101477,35.5235330672,638,-82.6647835102
-160.267016758,766800,51.3287580065,39.5016089682,639,-62.5119544438
-168.205497792,768000,53.052599111,43.4145525577,640,-53.9636754208
-215.130235659,769200,71.2640997094,127.243411518,641,-53.9142663074
-322.552190515,770400,75.3749413019,40.031315679,642,-84.2447320456
-215.28909189,771600,55.8347103791,10.5492439126,643,-88.2707896042
-197.843508079,772800,50.3065798025,23.5591781325,644,-74.820219766
-351.654689401,774000,78.858551681,-2.82002543384,645,-118.773831923
-244.589222514,775200,58.0455250569,13.8556116155,646,-82.5641199218
-386.406769222,776400,94.9954574874,-2.12777245887,647,-137.382597415
-217.508203616,777600,52.2889076819,18.8052554968,648,-89.689694453
-252.419802851,778800,90.194139718,166.388155207,649,-69.5705641379
-185.142549258,780000,50.524637273,43.8024851868,650,-85.9651274999
-232.112900399,781200,62.3863493329,30.9204462639,651,-87.0771561662
-352.977574333,782400,84.9970812369,19.241257085,652,-110.278551548
-217.31370495,783600,80.2028308594,132.052069153,653,-74.195205267
-207.917835338,784800,56.1920071665,44.0570963091,654,-81.4631689835
-192.837246243,786000,46.7028061872,22.7216768237,655,-77.6819798286
-197.032318277,787200,65.4192854925,107.795536748,656,-63.2278031348
-207.730772094,788400,43.5963783912,36.2317395649,657,-76.9955425214
-172.1953758,789600,35.6851159097,7.70621260697,658,-61.3866472768
-136.066756262,790800,34.6495310099,15.3030112667,659,-53.5260847809
-225.471785854,792000,49.9079910438,25.9242996074,660,-76.2894290758
-153.314351111,793200,45.9061340542,61.1145185626,661,-64.4053134819
-158.960498668,794400,29.3128095012,-25.1337489887,662,-76.6820587958
-243.310582276,795600,92.2111176827,194.297011357,663,-79.424822316
-280.767655402,796800,94.2046803037,176.573827823,664,-84.0103490507
-327.19034245,798000,82.4303813964,58.1094793646,665,-114.574607748
-318.616123273,799200,73.3729295724,9.70765681183,666,-103.862128107
-154.114366011,800400,46.1477659565,33.3324899914,667,-91.2213063024
-261.951061846,801600,61.1021161051,5.40943139529,668,-87.4238108827
-249.231375042,802800,46.0006111691,-26.1002765681,669,-107.935833648
-177.363014836,804000,67.1381299528,113.228840817,670,-61.3129750053
-193.112239736,805200,56.4699556526,46.2010079217,671,-94.3865472934
-255.249560837,806400,61.9002851263,-16.7523182482,672,-110.980649892
-250.923124696,807600,49.495975244,-5.6859603864,673,-102.617991465
-195.232894919,808800,53.3682249708,6.67511930616,674,-99.4506278069
-240.19383705,810000,39.5580210839,-39.5409754481,675,-119.342815864
-227.169536668,811200,64.3519963127,41.1052299636,676,-67.4176130147
-163.103925349,812400,19.4661134823,-72.2831945338,677,-112.037557388
-246.72148689,813600,72.8431556841,73.5694334145,678,-74.5236068591
-225.98035603,814800,50.4883409206,4.1380820938,679,-108.050915848
-204.494046468,816000,61.9517473038,72.9311162946,680,-74.5825233211
-179.597585995,817200,47.2088948624,36.0499011516,681,-81.731648718
-211.764530731,818400,41.018446741,-11.1053282898,682,-94.617578802
-142.347809458,819600,63.9176488353,74.4340363258,683,-46.3407404929
-184.356691394,820800,45.8012965209,2.25254980641,684,-90.999391003
-216.616353887,822000,63.8350429757,62.3819951999,685,-78.3504431752
-174.612255558,823200,47.3104124239,20.754502554,686,-91.9474924131
-228.756042557,824400,48.5726486111,-30.0377126168,687,-103.723530128
-211.427537097,825600,38.1296753874,-47.9695042634,688,-112.762222256
-150.236926036,826800,58.7102511081,35.6721150982,689,-59.7252155461
-223.401372322,828000,34.9775691947,-45.9645846681,690,-102.93426821
-218.855569321,829200,50.3980394396,25.8649005222,691,-68.6988158683
-182.931623988,830400,54.6835541942,55.2541402494,692,-37.5637521936
-171.345885661,831600,42.1815929009,36.3402396497,693,-44.3022990853
-119.941544885,832800,32.806028304,-1.38430729666,694,-69.7334955046
-130.858297887,834000,46.0902151234,49.2168076877,695,-46.1138200183
-143.799262463,835200,94.3347746474,179.608653381,696,-0.135095678474
-147.215801642,836400,28.1995905649,-41.4740817909,697,-87.5929209144
-200.582229836,837600,48.9875291067,-4.90459253005,698,-93.4538012776
-442.52376054,838800,81.3382315076,-18.2080930288,699,-140.877586399
-169.471652777,840000,66.7682505463,67.0066894154,700,-48.9251079186
-270.967017769,841200,46.4567798018,-81.2387925011,701,-155.519340185
-211.916822353,842400,35.1316045258,-64.8319689619,702,-130.021215666
-227.849827159,843600,69.0798845716,75.4012362414,703,-87.4821548478
-170.96541483,844800,31.8303688138,-44.6033136616,704,-98.9904964407
-244.779825297,846000,41.8249590778,-71.6873349104,705,-120.545353243
-185.813681967,847200,36.8309759149,-26.1792244435,706,-117.153003308
-204.759903619,848400,107.673689067,154.992871182,707,-21.1627215232
-163.245939844,849600,21.220082059,-81.5290225085,708,-115.704102419
-195.046476089,850800,50.998000987,34.2809514921,709,-88.4948121996
-162.540758331,852000,37.9965252017,-18.9192573876,710,-88.4354616432
-223.9533694,853200,39.5618938253,-64.9625788371,711,-135.068321688
-174.371923038,854400,27.2917391493,-71.1287584089,712,-118.148452019
-190.907932096,855600,41.9711156636,-28.6581306906,713,-100.958470079
-152.415785688,856800,60.0110128848,79.5931740308,714,-29.1749973264
-273.980944469,858000,80.0991840491,100.770127484,715,-44.814991464
-199.547516904,859200,65.6099790998,51.6809216063,716,-58.218490838
-133.786444183,860400,40.9454071405,39.4460077591,717,-53.2283745287
-115.136593087,861600,47.0736761726,61.7447941525,718,-10.0669849184
-118.540719666,862800,54.1841684143,89.0132121425,719,-20.2253779313
-100.0,864000,34.090008146,50.357958881,720,-13.6727176678
-100.0,865200,40.3952156171,52.111782868,721,-14.0433599878
-109.346299668,866400,43.867538355,59.9278945606,722,-19.0260406586
-155.242967333,867600,64.0460905635,87.4547250315,723,-19.7363800287
-322.659851891,868800,73.8248028077,37.0163705857,724,-75.938553194
-102.386149119,870000,37.542917902,70.3729444883,725,0.332826675485
-123.860699233,871200,47.4138547325,56.8714382261,726,-23.6241304111
-160.099301364,872400,61.2696588521,135.243389114,727,-25.1145265001
-142.814309624,873600,59.5266478085,82.6249816185,728,-29.6029748738
-169.50687637,874800,50.2261535211,89.2684074218,729,-11.6807917217
-189.634795861,876000,71.1169628816,89.5980431457,730,-38.5543680837
-192.407609117,877200,44.5779988874,14.3094453096,731,-75.5455370743
-176.244116366,878400,52.9184448748,104.707293952,732,-9.53203042351
-100.054244989,879600,31.9280073622,62.539251524,733,-10.1640155644
-171.468337651,880800,54.2943125703,80.1630566321,734,-3.46451504503
-114.259602147,882000,49.085646142,63.0384772206,735,-33.0499272549
-194.111897784,883200,60.3388843627,108.179806972,736,0.977654395676
-117.251190141,884400,50.7071415542,95.8006109496,737,-13.2707072779
-202.864257954,885600,61.494574336,45.1002978784,738,-49.8828457782
-105.582625928,886800,46.056683287,85.9590194466,739,-19.3477623274
-127.490259734,888000,56.0771319871,106.609585258,740,-25.8573785535
-101.067777219,889200,47.9369997139,85.9504503224,741,-9.06943376591
-100.954278403,890400,35.1010812272,41.8700962971,742,-22.8521968981
-146.895307705,891600,60.17075327,114.412096048,743,4.47610759152
-119.9758207,892800,41.3754819286,70.3355034457,744,-0.0789747193223
-138.558709818,894000,42.1216150574,56.0905872933,745,-22.4852210843
-105.490525607,895200,44.8806526405,92.1985774415,746,1.76013395095
-127.798301375,896400,41.5998056763,119.158268532,747,27.3017759413
-103.039854895,897600,46.1337667068,73.6314389861,748,-4.16987641205
-100.0,898800,34.3373677717,89.2123544679,749,2.76769452527
-100.736414798,900000,44.8602975089,74.7314523062,750,-11.9072758734
-152.989680935,901200,50.7097905908,107.333746488,751,12.4827148272
-187.988357344,902400,61.2878839661,52.8019474075,752,-42.0570229404
-106.459819868,903600,44.0710915289,64.5357701465,753,-15.7186759744
-121.312655313,904800,53.5790409689,129.238751034,754,4.8697381497
-175.476731512,906000,47.9290787843,72.8274023869,755,-23.1684591974
-100.0,907200,37.2187138302,58.6821094856,756,-11.119460962
-100.115978525,908400,37.8795151317,71.3496866508,757,6.59130646306
-110.279478917,909600,45.0317677064,80.0414360307,758,-10.1786597968
-100.0,910800,39.9493770226,60.6105745805,759,-19.2663806003
-129.597763989,912000,41.4630636128,83.6573875156,760,6.08876760898
-130.672302091,913200,36.5625847907,87.1433393461,761,12.5085332553
-107.605507347,914400,47.8249784759,119.735553769,762,16.2408555365
-100.0,915600,31.3980170293,78.1697797973,763,9.90746990042
-100.0,916800,40.3793614092,83.894813581,764,6.99103649765
-100.411274823,918000,39.9199184157,58.4485831085,765,-21.275173029
-107.955107249,919200,40.2366215971,61.0675697411,766,1.79638370178
-109.208526145,920400,47.7931937731,77.647599111,767,-15.3102331864
-100.0,921600,41.745414622,107.48185358,768,8.06104196552
-270.530972312,922800,86.3223621531,62.773796191,769,-60.3162924737
-120.773160652,924000,63.4633100793,139.700680132,770,15.4545969795
-246.747286974,925200,75.3916316938,119.301274612,771,-29.3434892001
-106.789703148,926400,28.4551796056,53.4817843717,772,1.06441538006
-104.600200584,927600,37.01430467,75.6517484322,773,-1.86977878985
-148.565929072,928800,52.4268084963,128.672450858,774,11.9510055463
-72.4284280775,930000,32.303654711,87.610814752,775,12.9215480605
-161.104272525,931200,71.9927745863,179.882851448,776,18.9680515876
-137.588437792,932400,51.4893022818,64.7205373899,777,-15.6345844393
-207.173302535,933600,59.6487207991,85.9997909601,778,-7.99155274337
-151.279174689,934800,43.3576100843,104.37250107,779,-4.99680978594
-203.858318552,936000,58.9607880096,86.9754478285,780,-17.6716009536
-139.6134854,937200,68.0791121702,144.4424858,781,13.0873110611
-85.8985654844,938400,23.2530931289,47.7150600028,782,4.3751793184
-100.0,939600,32.2588408199,65.9326472137,783,0.506803969566
-179.925476802,940800,50.5490538692,77.0280617554,784,-16.2915536818
-124.837430597,942000,41.5982857841,101.947614259,785,3.07965620578
-113.799432,943200,41.7497561062,84.3257553956,786,-20.1339458511
-101.74758481,944400,35.5726554609,108.474566939,787,16.5476054779
-174.926085722,945600,59.9384715988,93.3707446669,788,-21.0886397173
-136.295181792,946800,41.2411580859,64.4311198604,789,-14.4817388624
-137.604205101,948000,52.0164973721,92.5056133033,790,-14.692149696
-80.3568380779,949200,27.2053726016,62.4514046402,791,-7.78493488145
-186.768945995,950400,49.374880971,52.6224453389,792,-24.0954985432
-100.0,951600,37.5115308136,77.4296034963,793,-8.92099842184
-143.256546865,952800,46.3975331156,106.427445425,794,23.9824692453
-129.823199718,954000,29.5004833601,72.8708538942,795,7.86505850478
-130.4865143,955200,30.9294706152,58.1454463019,796,5.64493749061
-111.11088142,956400,34.6868787098,70.0418767564,797,7.17706284471
-100.0,957600,39.4146912463,98.9065939524,798,10.1033476178
-108.546650599,958800,40.9582359881,102.90486278,799,2.12567292357
-131.62451094,960000,38.2577928704,69.9350387212,800,3.09970985049
-100.0,961200,31.8716168069,44.1228921034,801,-5.71343889593
-135.260494724,962400,43.9287757155,122.051277777,802,3.63332154167
-125.121482576,963600,39.827471105,74.7521378427,803,-7.03555088499
-108.158327546,964800,36.6642066608,65.7009648223,804,-3.7467746786
-275.370236162,966000,89.3734386368,112.251148893,805,-29.9370461901
-123.900353365,967200,46.3355293799,100.082834612,806,-0.135516739195
-103.603865555,968400,43.1374449161,92.8563253395,807,0.55390237729
-153.964945855,969600,56.6548839891,131.260556215,808,-1.6165910287
-135.957245392,970800,55.6303301652,119.477927386,809,-2.80738594127
-117.682823991,972000,43.7196109334,104.784911009,810,2.94035725779
-100.0,973200,32.5305216933,52.9365939883,811,-5.13400848759
-208.947012541,974400,57.1403399388,71.4016837561,812,-6.46844837612
-103.943451122,975600,38.1813286332,92.4390520915,813,7.10701662872
-236.601381763,976800,58.0647241417,64.8097048616,814,-23.8187267201
-103.777403199,978000,39.3904517094,67.0922811509,815,-1.91241753624
-191.801908258,979200,54.3495493304,90.7943496996,816,-1.3715917174
-45.2123535774,980400,23.9702153173,99.7479529771,817,12.1778570212
-128.161242813,981600,48.9101371005,108.431903855,818,-19.3185453866
-168.389046635,982800,55.4484863127,92.3022309612,819,-9.328925563
-142.600980286,984000,42.840699005,98.2559331067,820,13.6197264407
-124.20563788,985200,32.8351810977,60.4733846299,821,6.06152788727
-111.927972127,986400,35.0152459762,48.9231803212,822,-4.15844911605
-168.51587652,987600,47.714348252,128.797181954,823,11.0940070677
-116.01414014,988800,33.826270411,103.943081264,824,7.13999381284
-115.710000133,990000,37.5426493039,107.681157579,825,-11.0779100009
-134.541910417,991200,41.5434742014,62.3366775542,826,-15.8265662575
