AverageReturn,AveragePolicySurr,AverageDiscountedReturn,PolicyRegParamNorm,AverageQLoss,QFunRegParamNorm,AverageAbsQYDiff,MinReturn,MaxReturn,AverageY,StdReturn,AverageAbsY,AverageAction,AverageAbsQ,Epoch,AverageQ
-178.642633836,0.402365422556,-109.421799411,8.20794205182,0.835300527996,8.39904999689,0.342735621026,-346.948390759,-36.5393369175,-0.343554375546,39.2351903142,0.379922957189,0.00539701779758,0.379177765666,0,-0.377166514545
