transitions,AverageQLoss,MinReturn,AverageAbsQYDiff,AverageY,StdReturn,AverageDiscountedReturn,AverageReturn,AverageQ,AverageAbsY,QFunRegParamNorm,PolicyRegParamNorm,AveragePolicySurr,AverageAbsQ,AverageAction,MaxReturn
0,9.89169434615e-05,-0.0166668325055,0.00545572130147,-0.0235530586616,7.81910507647e-05,-0.00522556300139,-0.0164802785319,-0.0236468158264,0.0235530586616,11.476594802,11.620162527,0.00756214788416,0.0236577425445,0.000549342617729,-0.0163991554262
300,2.20941973661e-06,-0.00811854240795,0.000902200057926,-0.0293708708697,3.58773501095e-05,-5.51419061873,-0.00255968991496,0.0,-0.00805658783283,-0.0293849592533,-5.51419061873,0.0293708708697,11.4714510244,-5.51419061873,0.00580275421015,0.0293859462502,0.000268552927761,11.6821703777,-0.00801729108434
600,8.23597218033e-07,-0.0139128884936,0.000570536108107,-0.027886828175,2.77608370653e-05,-8.7386470203,-0.00439485922057,0.0,-0.013857362837,-0.027891250615,-8.7386470203,0.0278869225244,11.4644009927,-8.7386470203,0.00504505167919,0.0278923371538,0.000461912094566,11.7296272093,-0.0138227170684
900,5.99037960858e-07,-0.0199523848911,0.000513588531741,-0.0259064584841,4.58170941095e-05,-5.68645244097,-0.00622524794977,0.0,-0.0198117224792,-0.025908493448,-5.68645244097,0.0259316861939,11.4706887704,-5.68645244097,0.00319931150371,0.0259314432094,0.000660390749306,11.7909693167,-0.0197629860419
1200,5.64430152946e-07,-0.0156838464652,0.000507809205621,-0.0242606856985,0.000193058446043,-7.56146877337,-0.00480371257347,0.0,-0.0152326940558,-0.0242611034305,-7.56146877337,0.024353508102,11.4777416134,-7.56146877337,0.00149721985889,0.0243594022239,0.000507756468528,11.7667108124,-0.0150619794112
1500,2.26013516504e-07,-0.0217801632406,0.000319688663919,-0.0236990056433,0.000557339088603,-6.58043727945,-0.00653853450356,0.0,-0.0207194999386,-0.023700810641,-6.58043727945,0.0238798637022,11.4735069637,-6.58043727945,0.00024006796787,0.023887710143,0.000690649997952,11.7551039326,-0.0202169388235
1800,2.39048616869e-07,-0.00772764304491,0.000325967883758,-0.0235279765637,0.000828655510837,-8.99891581877,-0.00172599848906,0.0,-0.00546029153091,-0.0235274036983,-8.99891581877,0.0238069853006,11.4848557469,-8.99891581877,-0.000479923760582,0.0238111340965,0.000182009717697,11.7757751929,-0.00474315425354
2100,3.24100012037e-07,-0.0140948894943,0.000389813023146,-0.0237566258234,0.00083534350718,-7.09560207053,-0.00372870992191,0.0,-0.0117681049604,-0.0237574066652,-7.09560207053,0.0240891779136,11.4711097165,-7.09560207053,-0.000875847353093,0.0240970153717,0.000392270165345,11.7856760324,-0.0109919132169
2400,3.87417935836e-07,-0.00273250106367,0.000429364107081,-0.0238844307977,0.000759963761689,-9.93773871732,-0.000221590640617,0.0,-0.000693905149552,-0.0238842278624,-9.93773871732,0.024262019869,11.4739292042,-9.93773871732,-0.00105669791458,0.0242720201842,2.31301716517e-05,11.8197303898,-3.60239548287e-05
2700,7.92883722524e-07,-0.00394135735032,0.000518909723685,-0.0254334238354,0.000735104382031,42.4118566069,-0.000712524996735,51.5199665492,-0.00221042862808,-0.0254333842291,-9.10810994238,0.0258274014723,11.4592553448,93.9318231561,-0.00106605622453,0.0258344734468,7.36809542694e-05,11.824421263,-0.0015208349718
3000,2.65766779914,-0.123929155635,0.0318309800777,0.00458345201548,0.000380286723363,-8.71904639208,-0.0390409191324,0.0,-0.123259797016,-0.0201586839397,-8.71904639208,0.0510028686349,11.8351212477,-8.71904639208,-0.00686335216624,0.0261940809977,0.00410865990054,11.8960401304,-0.122787392766
3300,2.28144874237,-0.0320456032442,0.0413939831356,0.0188132317813,0.00075621407351,-8.23554893479,-0.00941322579228,0.0,-0.0297000747703,0.00372553402887,-8.23554893479,0.0470281420362,12.8138498023,-8.23554893479,-0.0322200071637,0.0339670580472,0.000990002492342,12.13707083,-0.0292760032702
3600,3.67034924317,-0.000839286370675,0.0674977324257,0.0573473841814,0.000249016048156,-9.81986967964,-8.82994180846e-05,0.0,-0.000277882473746,0.0332213364731,-9.81986967964,0.0734733239412,14.5324654091,-9.81986967964,-0.0689705988567,0.050848944598,9.26274912486e-06,12.4916707236,-2.73448977174e-05
3900,2.83133664413,-0.00127071756855,0.0821208522856,0.074866909862,0.000137031244014,-12.0588403341,-0.000294182279194,0.0,-0.00092782309195,0.0666793577737,-12.0588403341,0.084371485072,17.3805742068,-12.0588403341,-0.108528342285,0.0817589358045,3.09274363983e-05,12.5432540359,-0.000794385179837
4200,1.1070248823,-0.336225620049,0.0532363210186,0.0469162284336,0.0001065802086,-8.04415678771,-0.106463587708,0.0,-0.335923409514,0.046038940555,-8.04415678771,0.0644603965687,18.2826086585,-8.04415678771,-0.0879668837686,0.0719924631987,0.0111974469838,12.5630710781,-0.335794543377
4500,1.78812193498,-0.461713772265,0.065229187727,0.0458201129625,0.000695353064859,-12.2739463994,-0.145834658997,0.0,-0.460227199798,0.0404309343725,-12.2739463994,0.084224776632,19.5685436303,-12.2739463994,-0.0931147283933,0.0885728379356,0.0153409066599,12.6523652621,-0.459470265337
4800,1.6399329654,-0.18135985914,0.0596972323133,0.00898900927335,0.00132714763062,-9.72999342521,-0.0568281327845,0.0,-0.179147607519,0.00381116339964,-9.72999342521,0.118120542278,20.8050551856,-9.72999342521,-0.0375652089288,0.119712332821,0.00597158691732,12.6487661367,-0.176921727728
