MeanKL,AveragePolicyStd,AverageDiscountedReturn,Entropy,Perplexity,LossBefore,LossAfter,dLoss,MeanKLBefore,AverageReturn,NumTrajs,Iteration,StdReturn,MinReturn,ExplainedVariance,MaxReturn
0.0,1.0,-187.376235211,2.83787706641,17.0794684453,6.599828411921943e-17,6.599828411921943e-17,0.0,0.0,-369.118972932,41,38,158.109098266,-661.297259979,0.293902953285,-12.14037407
0.0,1.0,-167.61803402,2.83787706641,17.0794684453,4.852559809840982e-18,4.852559809840982e-18,0.0,0.0,-331.000806103,43,39,153.57930336,-638.984228721,0.519900461641,-96.6588863612
0.0,1.0,-213.537085804,2.83787706641,17.0794684453,-2.976964820006322e-17,-2.976964820006322e-17,0.0,0.0,-392.819459378,45,40,144.060856214,-720.287402553,0.324341139299,-119.91834435
0.0,1.0,-167.761288163,2.83787706641,17.0794684453,-6.272678093340065e-17,-6.272678093340065e-17,0.0,0.0,-327.853123411,42,41,147.270534354,-579.374442527,0.49353672293,-89.618508623
0.0,1.0,-175.155374357,2.83787706641,17.0794684453,-1.0156141372123547e-17,-1.0156141372123547e-17,0.0,0.0,-343.42555394,42,42,171.15185214,-666.267938806,0.491388558516,-32.0654231639
0.0,1.0,-157.636870641,2.83787706641,17.0794684453,6.954219068357575e-18,6.954219068357575e-18,0.0,0.0,-309.598994074,43,43,158.986440285,-722.593685384,0.444498797762,-51.0186317437
0.0,1.0,-155.405549047,2.83787706641,17.0794684453,1.558493558656982e-17,1.558493558656982e-17,0.0,0.0,-290.593526829,44,44,132.664428678,-549.573768831,0.442219602004,-48.4843871604
0.0,1.0,-164.889061739,2.83787706641,17.0794684453,-9.844651838648581e-17,-9.844651838648581e-17,0.0,0.0,-318.167518572,43,45,125.554107055,-599.241719654,0.278512456803,-120.629485097
0.0,1.0,-164.083086976,2.83787706641,17.0794684453,6.408313138663081e-19,6.408313138663081e-19,0.0,0.0,-329.422684342,40,46,158.570382135,-624.531448822,0.244795621728,-70.0987818111
0.0,1.0,-148.285402527,2.83787706641,17.0794684453,3.56124722534071e-18,3.56124722534071e-18,0.0,0.0,-301.582808963,41,47,127.067810277,-591.539577252,0.101393328312,-85.7827967142
0.0,1.0,-166.213487233,2.83787706641,17.0794684453,1.784726591692325e-17,1.784726591692325e-17,0.0,0.0,-320.271110966,43,48,187.064176954,-680.078033125,0.546848694294,-8.14735487227
0.0,1.0,-189.931068344,2.83787706641,17.0794684453,1.9260666341401755e-17,1.9260666341401755e-17,0.0,0.0,-371.579412804,42,49,147.524311611,-657.769215269,0.326624289177,-123.577156615
0.0,1.0,-162.552383484,2.83787706641,17.0794684453,-6.165609376020819e-19,-6.165609376020819e-19,0.0,0.0,-330.639073472,41,50,150.200292208,-641.353468132,0.33998704986,-100.394193983
0.0,1.0,-153.360654893,2.83787706641,17.0794684453,-4.2732092056217965e-17,-4.2732092056217965e-17,0.0,0.0,-301.517948992,41,51,137.887627644,-591.939609975,0.175813602658,-105.632596924
0.0,1.0,-197.823727808,2.83787706641,17.0794684453,-1.8485254899907507e-18,-1.8485254899907507e-18,0.0,0.0,-372.101891798,44,52,150.48978784,-642.424358449,0.278014223134,-89.9200445035
0.0,1.0,-161.818931682,2.83787706641,17.0794684453,-2.8504611946924667e-17,-2.8504611946924667e-17,0.0,0.0,-319.2131186,39,53,176.683618951,-667.667654543,0.431824719878,84.378580989
0.0,1.0,-149.385777227,2.83787706641,17.0794684453,9.6932900575979e-19,9.6932900575979e-19,0.0,0.0,-295.279130503,42,54,161.691109873,-648.860459119,0.286899828766,-56.0205043942
0.0,1.0,-178.127458618,2.83787706641,17.0794684453,3.25678683230841e-17,3.25678683230841e-17,0.0,0.0,-336.424641795,44,55,141.947759734,-611.563674424,0.298029770878,-89.7970742444
0.0,1.0,-150.588278966,2.83787706641,17.0794684453,3.148393651922086e-18,3.148393651922086e-18,0.0,0.0,-293.094051815,43,56,128.943426436,-566.449200334,0.116731554859,-77.093619509
0.0,1.0,-159.878057469,2.83787706641,17.0794684453,2.6357465975437185e-17,2.6357465975437185e-17,0.0,0.0,-305.975863518,44,57,141.9325503,-718.737233918,0.227991634085,-108.818672956
0.0,1.0,-168.07425059,2.83787706641,17.0794684453,-4.114707975362777e-18,-4.114707975362777e-18,0.0,0.0,-342.535060343,42,58,145.406297006,-685.770909546,0.23200217941,-112.937854702
0.0,1.0,-167.201785305,2.83787706641,17.0794684453,-2.8887892630793875e-17,-2.8887892630793875e-17,0.0,0.0,-327.762708558,42,59,164.307188281,-655.304299174,0.582976107876,-55.6440121662
0.0,1.0,-183.564095053,2.83787706641,17.0794684453,-6.044959688026481e-17,-6.044959688026481e-17,0.0,0.0,-355.591312945,41,60,168.187262725,-629.47963567,0.496310573946,-91.4707404282
0.0,1.0,-178.43548632,2.83787706641,17.0794684453,3.899658373995863e-18,3.899658373995863e-18,0.0,0.0,-342.207794186,41,61,140.240056799,-565.241010052,0.454222715892,-100.192574699
0.0,1.0,-137.890150464,2.83787706641,17.0794684453,7.45061174342841e-18,7.45061174342841e-18,0.0,0.0,-273.85724796,43,62,155.685712401,-670.665785522,0.460687229404,-71.7353374343
0.0,1.0,-174.117775439,2.83787706641,17.0794684453,1.0243539968563369e-17,1.0243539968563369e-17,0.0,0.0,-325.628001118,42,63,160.086529022,-579.763469059,0.136955982565,-29.3785898467
0.0,1.0,-178.383123284,2.83787706641,17.0794684453,-1.7629463056916423e-17,-1.7629463056916423e-17,0.0,0.0,-348.947525744,42,64,143.789525158,-600.181622721,0.257901517625,-61.745372358
0.0,1.0,-191.531843634,2.83787706641,17.0794684453,3.616260965510671e-17,3.616260965510671e-17,0.0,0.0,-349.387162675,44,65,146.075529147,-619.649946816,0.44506528698,-88.457431915
0.0,1.0,-159.348823303,2.83787706641,17.0794684453,2.2368446071091563e-17,2.2368446071091563e-17,0.0,0.0,-305.562103649,44,66,147.592509519,-657.272619178,0.250393501544,-90.3590485117
0.0,1.0,-187.035085334,2.83787706641,17.0794684453,-1.765644784461056e-17,-1.765644784461056e-17,0.0,0.0,-348.680896982,45,67,167.420779257,-664.868766434,0.440218246816,-74.0945685661
0.0,1.0,-163.591295917,2.83787706641,17.0794684453,1.5922328743097163e-17,1.5922328743097163e-17,0.0,0.0,-298.936041454,47,68,147.876601912,-673.251073923,0.438469668192,-55.2209634649
0.0,1.0,-181.700153748,2.83787706641,17.0794684453,3.1311694381123786e-17,3.1311694381123786e-17,0.0,0.0,-346.781846967,44,69,167.556612978,-656.517155115,0.544063499689,-72.1421784796
0.0,1.0,-173.462157162,2.83787706641,17.0794684453,-1.773044783532902e-17,-1.773044783532902e-17,0.0,0.0,-339.044047402,43,70,168.657919237,-648.257640997,0.469185258519,-83.0326989457
0.0,1.0,-178.957295419,2.83787706641,17.0794684453,-2.0117812664730782e-17,-2.0117812664730782e-17,0.0,0.0,-336.931880924,45,71,162.282126544,-646.657020355,0.511775301245,-40.7831885239
0.0,1.0,-180.86359687,2.83787706641,17.0794684453,-7.050341421513843e-18,-7.050341421513843e-18,0.0,0.0,-346.141324611,44,72,150.702606148,-696.717593785,0.50579338044,-102.331873826
0.0,1.0,-173.969524107,2.83787706641,17.0794684453,-5.484989946040532e-17,-5.484989946040532e-17,0.0,0.0,-346.114847879,40,73,159.751281594,-733.591077123,0.525144394088,-20.0608584921
0.0,1.0,-175.284020735,2.83787706641,17.0794684453,3.37081086723735e-17,3.37081086723735e-17,0.0,0.0,-343.611404852,42,74,169.698284037,-660.732096897,0.560756096178,-109.618096064
0.0,1.0,-162.666711669,2.83787706641,17.0794684453,-8.189408496901912e-18,-8.189408496901912e-18,0.0,0.0,-318.198677684,42,75,158.49613923,-665.025130248,-0.222798084045,-85.6163392793
0.0,1.0,-169.460266075,2.83787706641,17.0794684453,-4.146287462973558e-18,-4.146287462973558e-18,0.0,0.0,-314.657839404,45,76,147.271866198,-604.45047533,0.321279460343,-73.8460065586
0.0,1.0,-192.818982875,2.83787706641,17.0794684453,1.0324269820552449e-17,1.0324269820552449e-17,0.0,0.0,-370.409459315,43,77,140.036887864,-615.495616289,0.491293544391,-109.786644417
0.0,1.0,-167.406137557,2.83787706641,17.0794684453,-1.0880514109677015e-17,-1.0880514109677015e-17,0.0,0.0,-316.910345396,45,78,175.782599958,-648.008507936,0.46466502596,-28.6279514942
0.0,1.0,-163.125568641,2.83787706641,17.0794684453,3.63181023295637e-18,3.63181023295637e-18,0.0,0.0,-317.129024347,42,79,160.749936174,-644.618789474,0.0553433020366,-84.0519950245
0.0,1.0,-169.083528076,2.83787706641,17.0794684453,-2.9412728394078903e-17,-2.9412728394078903e-17,0.0,0.0,-320.852102374,43,80,168.079248014,-647.687835234,0.547239385799,-128.184978124
0.0,1.0,-192.572355448,2.83787706641,17.0794684453,2.666592731664909e-18,2.666592731664909e-18,0.0,0.0,-372.577492179,42,81,146.867225915,-646.692497246,0.304378183651,-96.5913584224
0.0,1.0,-168.29646002,2.83787706641,17.0794684453,-6.6091213051743806e-18,-6.6091213051743806e-18,0.0,0.0,-319.255644608,43,82,149.908877585,-638.053495771,0.432897243186,-42.6223111588
0.0,1.0,-171.331474795,2.83787706641,17.0794684453,-7.192566473883444e-18,-7.192566473883444e-18,0.0,0.0,-324.299701704,43,83,166.147284252,-772.804478663,0.432901409029,-45.7306869837
0.0,1.0,-161.591935086,2.83787706641,17.0794684453,3.237234462892164e-17,3.237234462892164e-17,0.0,0.0,-309.769026008,44,84,148.234582646,-593.197044474,0.565201336721,-45.2835366786
0.0,1.0,-155.331262096,2.83787706641,17.0794684453,1.2398780541443792e-17,1.2398780541443792e-17,0.0,0.0,-311.004929413,40,85,148.106805144,-602.11058735,0.416873388733,-45.6800778724
0.0,1.0,-174.345167602,2.83787706641,17.0794684453,-4.171956086324346e-17,-4.171956086324346e-17,0.0,0.0,-338.236689384,43,86,152.979396207,-638.169081101,0.47103704376,-122.233372079
0.0,1.0,-161.929785267,2.83787706641,17.0794684453,4.960224939121183e-18,4.960224939121183e-18,0.0,0.0,-332.546634446,40,87,153.119759546,-638.474752065,0.526603876122,-67.6121956607
0.0,1.0,-178.218647592,2.83787706641,17.0794684453,1.59235174846636e-17,1.59235174846636e-17,0.0,0.0,-341.494734844,43,88,155.491439311,-617.993187476,0.511179235333,-94.4309695681
0.0,1.0,-167.115921737,2.83787706641,17.0794684453,8.106363664999916e-18,8.106363664999916e-18,0.0,0.0,-312.843283203,43,89,153.74547413,-609.433011341,0.458479431087,-16.2054826457
0.0,1.0,-176.624576998,2.83787706641,17.0794684453,1.768972705512381e-18,1.768972705512381e-18,0.0,0.0,-337.627079878,41,90,167.786261548,-640.28532893,0.345867925922,-51.1480369003
0.0,1.0,-183.197809663,2.83787706641,17.0794684453,-4.225650398241494e-17,-4.225650398241494e-17,0.0,0.0,-328.613312497,48,91,160.544799072,-668.334094929,0.555726619435,-89.1244074962
0.0,1.0,-183.320167794,2.83787706641,17.0794684453,-2.4680794376425413e-17,-2.4680794376425413e-17,0.0,0.0,-353.4090743,42,92,139.27438684,-658.780775028,0.318944211132,-97.7750193767
0.0,1.0,-168.851614718,2.83787706641,17.0794684453,-9.440203225772495e-18,-9.440203225772495e-18,0.0,0.0,-324.685757995,43,93,138.804599121,-564.561731226,0.482474469207,-56.9234104195
0.0,1.0,-192.369743704,2.83787706641,17.0794684453,-6.330361902454274e-17,-6.330361902454274e-17,0.0,0.0,-365.344619094,45,94,157.262655531,-663.854104134,0.357406739997,-83.7259360639
0.0,1.0,-163.957109316,2.83787706641,17.0794684453,-3.537197048263982e-17,-3.537197048263982e-17,0.0,0.0,-323.551458302,41,95,162.31659754,-622.858614784,0.483597895232,-73.4510916738
0.0,1.0,-159.370437137,2.83787706641,17.0794684453,-2.5808384778354406e-17,-2.5808384778354406e-17,0.0,0.0,-318.303567035,42,96,155.801151104,-614.008903415,0.367252735259,-76.9284591706
0.0,1.0,-175.264770413,2.83787706641,17.0794684453,-2.890618746433096e-17,-2.890618746433096e-17,0.0,0.0,-346.82678277,41,97,149.508277119,-619.585568063,0.360361048992,-99.4276960225
0.0,1.0,-159.538029224,2.83787706641,17.0794684453,-3.899301225044926e-17,-3.899301225044926e-17,0.0,0.0,-308.770569973,42,98,158.747168682,-645.262133172,0.571660011762,-83.7375371781
0.0,1.0,-174.6286688,2.83787706641,17.0794684453,-3.498222598388988e-17,-3.498222598388988e-17,0.0,0.0,-335.274962126,41,99,155.431299413,-617.618337541,0.409564207838,-6.00219777602
0.0,1.0,-164.578533083,2.83787706641,17.0794684453,1.1677525135341277e-17,1.1677525135341277e-17,0.0,0.0,-320.068935011,43,100,164.862129304,-662.364206412,0.379005192127,-86.5535451454
0.0,1.0,-175.298577192,2.83787706641,17.0794684453,5.750104416785421e-18,5.750104416785421e-18,0.0,0.0,-336.569576869,44,101,171.465665823,-651.490413146,0.61854651284,-2.52201963168
0.0,1.0,-174.321502404,2.83787706641,17.0794684453,3.0202988440849393e-17,3.0202988440849393e-17,0.0,0.0,-338.641567911,41,102,142.052113283,-672.826272666,-0.103059342116,-110.864764099
0.0,1.0,-174.820525115,2.83787706641,17.0794684453,-1.5315312335333472e-17,-1.5315312335333472e-17,0.0,0.0,-358.090982174,40,103,176.664315407,-676.361855812,0.58011648761,-108.956238367
0.0,1.0,-173.4912101,2.83787706641,17.0794684453,-2.6893095042302543e-18,-2.6893095042302543e-18,0.0,0.0,-339.498214672,41,104,170.855344025,-697.417027483,0.392187365461,-69.4115189683
0.0,1.0,-166.77803263,2.83787706641,17.0794684453,1.1383219751963438e-17,1.1383219751963438e-17,0.0,0.0,-305.993672819,43,105,163.411002148,-611.293036098,-0.121352106771,27.3913992373
0.0,1.0,-189.639043307,2.83787706641,17.0794684453,3.166885864548835e-17,3.166885864548835e-17,0.0,0.0,-359.708047096,44,106,162.65101792,-741.102741913,0.190159193135,-48.6858600175
0.0,1.0,-167.374768001,2.83787706641,17.0794684453,-2.773825003784138e-17,-2.773825003784138e-17,0.0,0.0,-325.790858466,42,107,155.698235285,-604.63823921,0.443258119137,-84.2323048713
0.0,1.0,-158.935238947,2.83787706641,17.0794684453,-3.3394282298882915e-18,-3.3394282298882915e-18,0.0,0.0,-299.031823591,43,108,143.55233722,-587.377272467,0.332809249142,-60.939949419
0.0,1.0,-184.958441326,2.83787706641,17.0794684453,1.9328664862091766e-17,1.9328664862091766e-17,0.0,0.0,-366.96597309,41,109,161.5177822,-647.392870618,0.460082452827,-99.8394374291
0.0,1.0,-186.120423064,2.83787706641,17.0794684453,8.626271841198659e-18,8.626271841198659e-18,0.0,0.0,-347.894228399,46,110,174.496538994,-714.414279132,0.59136870683,-75.5686213318
0.0,1.0,-171.82814194,2.83787706641,17.0794684453,4.898649399587714e-18,4.898649399587714e-18,0.0,0.0,-331.178093544,42,111,142.902773532,-598.864129871,0.0678586653275,-83.4378598735
0.0,1.0,-183.583240147,2.83787706641,17.0794684453,6.539707229307604e-17,6.539707229307604e-17,0.0,0.0,-345.379937855,44,112,132.639060974,-610.205872877,0.458941624681,-140.15692928
0.0,1.0,-171.945411242,2.83787706641,17.0794684453,9.809634730639656e-18,9.809634730639656e-18,0.0,0.0,-326.369732064,44,113,167.070616374,-655.454585841,0.381577870812,-82.1157899299
0.0,1.0,-179.269699943,2.83787706641,17.0794684453,2.9874843704506985e-17,2.9874843704506985e-17,0.0,0.0,-343.186035939,42,114,174.309129859,-675.421554787,0.388961135941,-97.9186480287
0.0,1.0,-160.062344159,2.83787706641,17.0794684453,-1.1803858180029546e-17,-1.1803858180029546e-17,0.0,0.0,-309.581511059,43,115,159.529190682,-612.5930837,0.410307644792,-90.79489602
0.0,1.0,-168.98500643,2.83787706641,17.0794684453,2.705195162143502e-18,2.705195162143502e-18,0.0,0.0,-314.065366599,45,116,168.665531397,-641.828281332,0.502182512416,-50.4025599757
0.0,1.0,-186.682489371,2.83787706641,17.0794684453,-2.5626616031480835e-17,-2.5626616031480835e-17,0.0,0.0,-364.096915598,43,117,143.745922734,-637.855074581,0.363103427483,-129.746577231
0.0,1.0,-188.377917388,2.83787706641,17.0794684453,1.9934306293797775e-17,1.9934306293797775e-17,0.0,0.0,-373.526962213,40,118,162.518348843,-674.428202427,0.545485487439,-104.982281833
0.0,1.0,-160.551984955,2.83787706641,17.0794684453,5.15386989591325e-18,5.15386989591325e-18,0.0,0.0,-307.312487044,42,119,153.861671295,-623.292054841,0.309669539627,-77.0493441943
0.0,1.0,-183.42679174,2.83787706641,17.0794684453,7.975344987398945e-18,7.975344987398945e-18,0.0,0.0,-337.444598678,45,120,157.382878608,-598.742624943,0.28656182535,-42.0119241499
0.0,1.0,-166.873368365,2.83787706641,17.0794684453,-6.092855436855217e-18,-6.092855436855217e-18,0.0,0.0,-328.276846486,42,121,139.409892852,-600.410115871,0.214030668712,-98.8649846295
0.0,1.0,-176.032278958,2.83787706641,17.0794684453,-6.661338147750939e-18,-6.661338147750939e-18,0.0,0.0,-346.896321105,41,122,185.208274426,-668.626335276,0.473356508463,-52.0772203459
0.0,1.0,-180.776603052,2.83787706641,17.0794684453,-1.901720094405823e-17,-1.901720094405823e-17,0.0,0.0,-358.393390009,37,123,150.149436362,-614.562606791,-2.62760119725,2.71202781881
0.0,1.0,-165.276631251,2.83787706641,17.0794684453,-8.364095932709747e-17,-8.364095932709747e-17,0.0,0.0,-318.285990317,42,124,163.772095822,-634.420672659,0.39901310951,-18.5066215871
0.0,1.0,-170.866016526,2.83787706641,17.0794684453,1.438030690998234e-17,1.438030690998234e-17,0.0,0.0,-327.517414505,42,125,146.819703867,-638.845245249,0.401344519464,-15.4249415635
0.0,1.0,-163.465183693,2.83787706641,17.0794684453,3.148106397215959e-17,3.148106397215959e-17,0.0,0.0,-323.575267019,42,126,137.757103377,-536.311904947,0.304614830943,-56.0335964272
0.0,1.0,-161.791363532,2.83787706641,17.0794684453,-1.6514567491299203e-18,-1.6514567491299203e-18,0.0,0.0,-318.713504309,42,127,171.446584113,-700.619187385,0.449400841268,-120.043842771
0.0,1.0,-170.351682936,2.83787706641,17.0794684453,-2.960458775558754e-18,-2.960458775558754e-18,0.0,0.0,-321.89007655,42,128,176.675202709,-748.472147288,0.512322614522,-79.9628121951
0.0,1.0,-175.861721677,2.83787706641,17.0794684453,-3.618905386365609e-17,-3.618905386365609e-17,0.0,0.0,-333.656800614,42,129,152.242545445,-678.484798768,0.501491406387,-76.7258849433
0.0,1.0,-151.466697713,2.83787706641,17.0794684453,-5.543253577492621e-18,-5.543253577492621e-18,0.0,0.0,-288.326109662,45,130,153.039026109,-614.145934923,0.431905536133,-79.1098169018
0.0,1.0,-166.190577791,2.83787706641,17.0794684453,1.434128956171003e-17,1.434128956171003e-17,0.0,0.0,-324.102628046,43,131,144.219264802,-619.740610173,0.496134889508,-108.060942873
0.0,1.0,-157.034846186,2.83787706641,17.0794684453,1.4282700818665902e-17,1.4282700818665902e-17,0.0,0.0,-296.993685433,43,132,183.24741908,-686.333823696,0.509637575572,-49.1046057703
0.0,1.0,-156.773141309,2.83787706641,17.0794684453,8.232004631427261e-18,8.232004631427261e-18,0.0,0.0,-301.116524397,39,133,168.945729938,-604.66748122,0.344682587434,70.4020781582
0.0,1.0,-154.290856359,2.83787706641,17.0794684453,1.2020562871558794e-17,1.2020562871558794e-17,0.0,0.0,-299.05101603,43,134,145.138658396,-543.652031075,0.372829264401,-69.8332604448
0.0,1.0,-174.981807334,2.83787706641,17.0794684453,2.003847201828373e-17,2.003847201828373e-17,0.0,0.0,-344.973537645,39,135,165.43693336,-722.75308317,-0.0215477090791,94.8330912842
0.0,1.0,-163.001981379,2.83787706641,17.0794684453,9.798477133837746e-18,9.798477133837746e-18,0.0,0.0,-313.127053986,42,136,157.69539475,-601.615310513,0.386149002252,-15.1404525991
0.0,1.0,-179.524234698,2.83787706641,17.0794684453,1.0156956190154518e-17,1.0156956190154518e-17,0.0,0.0,-329.904187844,45,137,152.281172176,-699.323505116,0.48825374938,-84.3638362299
