PolicyRegParamNorm,AverageDiscountedReturn,AverageAction,MaxReturn,StdReturn,AverageAbsY,StdEsReturn,AverageReturn,AverageQLoss,AverageY,AverageQ,Epoch,QFunRegParamNorm,MinReturn,AverageAbsQYDiff,MaxEsReturn,AverageAbsQ,AverageEsReturn,AveragePolicySurr,MinEsReturn
29.919785541,-13.8972423102,0.196349661134,-9.95761744354,76.9007324234,1.46514590113,0.0,-99.4282773855,0.0255263188906,0.437659281903,0.436930943261,19,52.6588948506,-258.088454783,0.0992758032519,6.75039986649,1.46196378015,6.75039986649,-0.522330471542,6.75039986649
30.2461997784,-29.4918143383,0.195880362679,-23.097699636,70.8687187917,1.42196255595,0.0,-163.690235857,0.0378259795678,0.5129772981,0.512531804025,20,53.0301541744,-282.232847555,0.10110255772,-106.239175824,1.41795510695,-106.239175824,-0.590804215156,-106.239175824
30.5516044781,-37.3398409802,0.230336550338,-5.84230002961,70.3837946242,1.15785545692,0.0,-189.496384409,0.0248260436519,0.902402386275,0.901923970663,21,53.3197413865,-287.314592503,0.0925942369466,-0.922035599021,1.15507046763,-0.922035599021,-0.957141078764,-0.922035599021
30.914004814,-72.7703707747,0.240691339563,-25.9792401581,32.1504942335,1.09648970996,27.8146835279,-194.843681779,0.0199618829705,1.03298737156,1.03256769014,22,53.5352020672,-281.867313225,0.0888729021793,-175.445056688,1.09440639679,-203.259740216,-1.07977273922,-231.074423744
31.40365878,-72.2134442997,0.252626237948,-90.6607307506,24.6672322935,1.121942756,1.34418716714,-182.008229972,0.0319904175346,1.01654202476,1.01598271743,23,53.9060409028,-234.110857205,0.0953882614114,-158.915171772,1.1191988454,-160.575408449,-1.07268283662,-162.207380479
31.6697933402,-66.0064446683,0.220608710986,-39.7665004925,25.9541973931,1.1849609576,20.0064875979,-176.569598386,0.0449237705659,0.925799133984,0.925286137972,24,54.4118141739,-223.234962088,0.103621236981,-159.254454142,1.18177622364,-180.526967193,-0.972844764518,-207.318701439
32.0055825324,-97.4386242531,0.449389070414,-143.103886098,50.9419440462,1.1987490882,0.0,-220.193329912,0.0540699035265,0.881122998561,0.88033311145,25,54.8786677941,-397.10937482,0.104945133993,-178.335849697,1.19302722298,-178.335849697,-0.931966511196,-178.335849697
32.3191391898,-76.5866969313,0.464802402767,-59.0810964857,50.781116322,1.21949928531,0.606448931557,-190.909443165,0.0727242069737,0.836039384916,0.835150959975,26,55.4197468993,-440.554523708,0.112028498636,-172.918252995,1.21309805661,-173.524701926,-0.886181473805,-174.131150858
32.6637338261,-77.8666275612,0.259186487564,3.35801889757,227.306264845,1.26508107829,0.0,-301.224908906,0.0860644299667,0.780754488777,0.779989556465,27,56.2531858502,-1157.08184755,0.119732255015,-208.229530137,1.25906236984,-208.229530137,-0.851593566964,-208.229530137
32.9896182833,-40.3262275804,0.294250644933,-59.3386654286,79.6797058584,1.36350956701,0.0,-204.145940488,0.275095172534,0.630498242999,0.630723079462,28,57.040152582,-431.543859371,0.14302606417,-1016.84680481,1.3553983299,-1016.84680481,-0.707334606579,-1016.84680481
33.4092859067,-25.9650375464,0.321053213623,5.12378180276,97.50917554,1.47764919423,0.0,-197.974734448,0.208778517012,0.509596761867,0.50865509015,29,57.7882589039,-428.550346294,0.134711128582,26.6740904273,1.47066547636,26.6740904273,-0.588928880315,26.6740904273
33.7926306708,-66.3085992714,0.300493186222,-121.312159552,55.2200672698,1.54953712005,17.4925043945,-211.365080072,0.256011149438,0.551240287172,0.550781651851,30,58.7653415005,-316.208096102,0.143228941675,-39.6524190732,1.54247894131,-57.1449234677,-0.655332926731,-74.6374278622
34.1977144805,-28.9781457277,0.239940631032,31.0054208789,88.3491484266,1.66941669725,29.218239837,-160.972653798,0.170900356611,0.5978263718,0.597012832202,31,59.8433786934,-261.980555031,0.14016403245,-133.150830591,1.66205164445,-172.910785251,-0.717800240844,-202.533339901
34.6884152871,-7.72131804956,0.263500988411,46.8610698,75.8425673513,1.77353782222,0.0,-122.437824164,0.154803324935,0.597520521883,0.596869786795,32,60.815355738,-273.254132846,0.14011452822,-218.764764678,1.76730798176,-218.764764678,-0.719127670746,-218.764764678
35.2298918579,-24.9562049977,0.381608460493,-2.31031229257,49.5828586697,1.89493977897,0.0,-161.705568357,0.126899540589,0.638411800194,0.638502766902,33,61.7906312446,-261.144272233,0.139163695475,8.89021629325,1.88969429854,8.89021629325,-0.792830995691,8.89021629325
35.7588556309,-8.57547996659,0.243843236979,11.0521204429,82.8120648922,1.97403289922,0.0,-123.234080727,0.0945533896548,0.700699708556,0.70036154379,34,62.7834674964,-316.270773773,0.136568135164,20.8894720894,1.96848007508,20.8894720894,-0.876778403044,20.8894720894
36.1210347851,6.43778702811,0.233795446963,18.2764292646,48.02580975,2.05369919682,0.0,-38.5316326763,0.0660209588765,0.795066048456,0.794377357815,35,63.5522754896,-133.348893024,0.128974712877,-43.8765384048,2.04920836711,-43.8765384048,-0.96608345436,-43.8765384048
36.4891893066,-6.19319372422,0.196326024937,54.4546170459,108.453802201,2.189675693,0.0,-107.613690909,0.0542421700666,0.90654832744,0.905811600439,36,64.3293850317,-337.78460385,0.127154630442,53.0516201892,2.18547633421,53.0516201892,-1.08059430383,53.0516201892
36.7086366895,9.32191661459,0.299405273031,68.0604011943,53.5101481404,2.33090889447,0.0,-49.709267825,0.0468192856954,1.05778351468,1.05749294263,37,65.2933072879,-211.29071366,0.127081161183,-11.0910944094,2.32739474508,-11.0910944094,-1.23832801622,-11.0910944094
36.9886858849,15.28240192,0.313122150985,70.6476866876,45.324657691,2.45214292152,0.0,-21.2040132607,0.0472878107624,1.18790648405,1.18748649496,38,66.1246029975,-80.0115281144,0.12865453683,-38.2720681977,2.44744852852,-38.2720681977,-1.36664345485,-38.2720681977
37.2563846499,9.28135995954,0.380490160084,78.1049255997,55.3376787333,2.53647140566,0.0,-47.9490843038,0.0470006511911,1.30035166912,1.30009555866,39,66.9534469851,-188.639886498,0.129911616666,21.1912351096,2.5323733108,21.1912351096,-1.46706603118,21.1912351096
37.5521942254,9.14741871136,0.376056966408,34.2068609583,35.6522437118,2.64886334263,0.0,-37.7403555922,0.0587308554418,1.49746032682,1.49748253384,40,67.6624712132,-144.842342028,0.135681890432,-46.0989702599,2.64371961919,-46.0989702599,-1.64086849099,-46.0989702599
37.7247561081,3.97442218976,0.347280004873,201.970717947,200.187543134,2.66925404437,0.0,-130.260687239,0.048811817328,1.75781510332,1.75752098445,41,68.1934180651,-475.928396505,0.13309314754,158.44814765,2.66385824355,158.44814765,-1.8933598794,158.44814765
37.9256101773,-25.0328473496,0.317136157495,81.7930667998,274.350929038,2.79296554619,0.0,-263.545820001,0.039908547507,1.92634807884,1.92608741023,42,68.7948195647,-689.991935073,0.129002012962,-57.3090007346,2.78938785937,-57.3090007346,-2.05379186982,-57.3090007346
38.0746677457,-26.7363773268,0.305925100468,41.4708249235,261.758523137,2.83353630283,0.0,-318.992283495,0.0345180560402,2.06559800308,2.06538298262,43,69.4393115173,-766.704889388,0.124291732821,43.076871016,2.83091397418,43.076871016,-2.18405582406,43.076871016
38.2669162724,-62.3862239944,0.389463341107,-119.641062661,142.752913291,2.91097942498,0.0,-562.406514834,0.0362837568205,2.22688690678,2.22653095021,44,69.9598272127,-742.959307115,0.124611996177,115.711522092,2.90828497709,115.711522092,-2.34541661439,115.711522092
38.4578468436,-45.9520883407,0.372662287363,-18.4204998545,160.042347286,2.96258786374,0.0,-524.956675998,0.0475291538275,2.60279437714,2.60243612777,45,70.4513639939,-680.023328461,0.120499023666,77.4427312303,2.95982638234,77.4427312303,-2.71423226316,77.4427312303
38.5991791267,-56.8107120297,0.379551565522,-9.43598244898,136.984563095,3.04078176996,0.0,-573.637720081,0.0315270579209,2.73718477996,2.73654930647,46,70.9828173883,-731.852534803,0.116943366362,17.2074050445,3.03920049743,17.2074050445,-2.83953274322,17.2074050445
38.7374519243,-6.67766100507,0.355897334939,75.4023716433,101.553391458,3.11431910881,0.0,-145.855624269,0.0336477680912,2.82946597874,2.82893604214,47,71.5392054426,-316.635466184,0.115829504475,-70.0731757414,3.11267416317,-70.0731757414,-2.93026640749,-70.0731757414
38.9349475383,17.2903900672,0.303000241138,60.9679679988,25.4795654468,3.13916765538,0.0,18.1294672315,0.0309483037338,2.99436150826,2.99395986634,48,71.9936039704,-38.6605799696,0.110016749872,37.9597888793,3.13830481706,37.9597888793,-3.09143034666,37.9597888793
39.1870346695,12.7895792467,0.2709728058,56.4305133835,53.08058744,3.18526792937,0.0,-16.9126921695,0.0252876789698,3.14297235553,3.14265250145,49,72.3529732228,-168.185321942,0.105000525344,92.8172529731,3.18478938348,92.8172529731,-3.23772191162,92.8172529731
39.4281894197,11.6478476037,0.323609545463,76.138783146,57.3609104415,3.26046903836,0.0,-6.76615490705,0.0272863274333,3.24740180568,3.24703517917,50,72.7747682388,-149.476215071,0.105006894246,81.3601686407,3.25990428187,81.3601686407,-3.34177192653,81.3601686407
39.6664922989,-0.634912815912,0.314383142057,63.3637156582,53.5233727286,3.37052977947,0.0,-24.0500521549,0.0266353123291,3.35831855877,3.35817896843,51,73.1831994517,-172.352149103,0.10264949911,73.3493655822,3.37040991258,73.3493655822,-3.45156960245,73.3493655822
39.8665250396,0.728707212908,0.270913248724,50.0526627697,64.5833350906,3.51671859209,0.0,-29.840044466,0.0290543284211,3.50305335981,3.50278468712,52,73.6360030503,-201.751009639,0.103334623306,58.4363068927,3.51620056759,58.4363068927,-3.59059490972,58.4363068927
40.0720885574,-8.98966676179,0.32391249437,60.4785585524,66.1768481226,3.62288700302,0.0,-52.0676882048,0.0230512880136,3.6024306033,3.60227853959,53,74.0572407446,-210.427529307,0.0973568803164,-10.5202312112,3.62241089669,-10.5202312112,-3.68840179955,-10.5202312112
40.2496142243,4.45003435458,0.34424236,91.5171184917,46.1864222469,3.71558603056,0.0,0.80196990709,0.0226205177425,3.69817969492,3.6978252792,54,74.6012904427,-88.131986325,0.0976002375101,128.464504215,3.71513731,128.464504215,-3.77536894396,128.464504215
40.4991212583,9.01560214043,0.253061467378,86.1578232693,94.2388220536,3.7951606529,0.0,-29.138528019,0.0376958868846,3.72158466479,3.7209595576,55,75.250824233,-326.293129693,0.110112893202,113.837900366,3.7933860822,113.837900366,-3.80380415195,113.837900366
40.7533979178,14.2849817965,0.215877770497,78.9181400033,37.8312517505,3.82235279351,0.0,11.4131924809,0.027306358909,3.7333521156,3.73259903889,56,75.7200313079,-126.64334926,0.102155397813,33.1854775158,3.82149800006,33.1854775158,-3.81395614852,33.1854775158
40.9588676249,18.5136968662,0.248530181098,94.952863248,73.8631285364,3.89251466407,0.0,-0.98187856408,0.0266746490328,3.8145558746,3.81382510277,57,76.2388005117,-273.140460111,0.100403396031,66.9679658258,3.89160322931,66.9679658258,-3.88659380772,66.9679658258
41.0884624671,15.4774892069,0.239445226256,61.0590377494,63.0756823986,3.94498022769,149.847415494,-12.6408983991,0.0271550238522,3.86893394373,3.86848576107,58,76.8431568677,-254.61028016,0.102131839089,18.0072223625,3.9438363668,-131.840193132,-3.94020570365,-281.687608626
41.3092801353,13.1033927456,0.288252038058,88.1486563522,112.874860039,4.01186014846,0.0,-50.296509898,0.0430027929836,3.93285118071,3.93250312228,59,77.321104578,-354.674383275,0.110457091599,47.450404193,4.00930577689,47.450404193,-4.00937432864,47.450404193
41.498050767,0.389953311031,0.273077349482,45.7833024338,88.432648238,3.98874851636,0.0,-62.1707888954,0.0370466165193,3.90905187875,3.9088745956,60,77.8724101462,-246.361053668,0.107140950173,-23.278032275,3.98535304829,-23.278032275,-3.98982339519,-23.278032275
41.6044905501,5.05308387935,0.320062177279,54.1666534693,54.1092086039,3.98107692187,0.0,-22.3313424275,0.0333165902212,3.90944346129,3.90927677218,61,78.450073493,-202.782437221,0.104769664432,19.8208207659,3.97887842153,19.8208207659,-3.9953665343,19.8208207659
41.7348582131,9.70599557533,0.24067340073,72.3259112195,51.2090992432,3.92808064293,0.0,-12.3569640458,0.0380475472915,3.8552504959,3.85499273205,62,79.0986755047,-141.286044842,0.10607719538,16.8711140909,3.92544542639,16.8711140909,-3.93961885891,16.8711140909
41.8854667289,5.01904488999,0.283918933878,63.2152720932,68.2733820734,3.88369855552,0.0,-17.29955817,0.0333509739838,3.82279884781,3.82261081185,63,79.7479233867,-286.183554557,0.10297402169,-24.6470260124,3.88215093015,-24.6470260124,-3.91023880463,-24.6470260124
42.0716709402,8.87063109577,0.361039227186,168.234538859,71.7054595625,3.95225137054,26.7078185378,-13.2786451858,0.0441858682001,3.89478374903,3.89489029201,64,80.6458747375,-206.076830545,0.111432971283,3.53162104594,3.95033682551,-23.1761974919,-3.98300002338,-49.8840160297
42.2610450186,12.5185561795,0.289122232556,81.500691806,46.9170597314,4.0670294189,0.0,-8.91810074083,0.0426235765109,4.00146118079,4.0014958734,65,81.4152431821,-175.241324429,0.112205314481,167.439842376,4.06490931013,167.439842376,-4.09199899763,167.439842376
42.384725528,13.752046578,0.243085887017,174.234627049,65.7713381139,4.08287297986,0.0,-7.88074354069,0.0356901201508,4.02024704468,4.01995108938,66,82.1038746868,-242.822586059,0.108366955381,-3.32226908608,4.08109127706,-3.32226908608,-4.10674717583,-3.32226908608
42.5090100895,10.6577784064,0.294395079112,54.893889176,57.7632565456,4.13322160693,0.0,-20.3911520038,0.0302383744345,4.06686119366,4.06665961536,67,82.8727794705,-225.112713988,0.104842071675,83.8924270675,4.1318441397,83.8924270675,-4.14844710463,83.8924270675
42.6962929397,12.6269761396,0.292517128546,29.2031753885,70.8823915655,4.18687167889,0.0,-46.9555745936,0.0437105052625,4.11490386371,4.11437881798,68,83.6204018571,-247.301864329,0.114094039261,33.8674105134,4.18480784112,33.8674105134,-4.18983286312,33.8674105134
42.8461088959,15.9360954559,0.31160963067,159.900916589,78.6800204015,4.22256647905,0.0,-16.7045216489,0.0327479604681,4.14326038327,4.14294814057,69,84.3045956491,-228.528582333,0.107644200065,28.7411670482,4.22146870183,28.7411670482,-4.22167921824,28.7411670482
42.9519159648,18.4009366282,0.284831690634,71.7992355761,48.1276423491,4.23063538147,0.0,-10.3537643643,0.0304884968228,4.15133134172,4.15109545817,70,84.9549761047,-111.791766851,0.105826251745,64.8516365978,4.22966667556,64.8516365978,-4.23219574964,64.8516365978
43.0622994184,13.5188499397,0.302967642047,157.611851016,75.2475702857,4.2441655028,0.0,-7.32328276704,0.0322287932475,4.15129397786,4.15096697377,71,85.5445512324,-222.098296246,0.10635698625,82.3886240375,4.24265784997,82.3886240375,-4.23101724065,82.3886240375
43.2179805569,7.17811780268,0.280957961823,50.5435481429,71.3436847043,4.3267534936,0.0,-36.1714077836,0.0343140121878,4.23407478093,4.23398723244,72,86.1804984918,-205.561027097,0.106298010324,77.0522941584,4.32583457913,77.0522941584,-4.31338476778,77.0522941584
43.3916557458,12.7159429134,0.25850904911,92.8819881332,58.1248740966,4.38873650922,0.0,-26.60709951,0.0372073047109,4.27753009372,4.27768072911,73,86.827931331,-234.794712134,0.110105957244,25.6551869541,4.38850228964,25.6551869541,-4.35777013846,25.6551869541
43.554209444,8.48729270319,0.222519831491,55.5076289577,100.030692334,4.42997098516,0.0,-53.4469913878,0.0375452345813,4.30922516537,4.30895687953,74,87.3779893139,-328.751774685,0.109558123618,79.0033240876,4.42954411256,79.0033240876,-4.38939633656,79.0033240876
43.7346252501,-1.32242320931,0.229378085305,36.1140905248,110.091231591,4.44131945395,0.0,-85.0625096035,0.0295666491506,4.3402823624,4.33993142864,75,87.8185176853,-345.455027259,0.102045696806,3.28928386143,4.44093572657,3.28928386143,-4.42223322621,3.28928386143
43.9268850967,0.862162033518,0.223283203676,53.0777194391,151.163021309,4.54271208929,0.0,-103.712801433,0.0312544375364,4.47748426228,4.47728706495,76,88.3156791203,-558.686887081,0.100318544636,39.675226223,4.54200320416,39.675226223,-4.55851062346,39.675226223
44.1217223077,-3.3720502681,0.199584643311,26.8143654785,137.983080229,4.65799738226,0.0,-114.406492118,0.0269873518081,4.60129567571,4.6010732094,77,88.8077449142,-437.75717614,0.097287456316,66.5963192377,4.65698023531,66.5963192377,-4.68221794673,66.5963192377
44.2949808234,-1.33859887941,0.206655555606,41.4407539515,158.402430749,4.81304022345,0.0,-130.876700454,0.026153458356,4.75256402114,4.75227605587,78,89.2584644629,-500.58341494,0.0970565024823,132.313379496,4.81194854897,132.313379496,-4.82999030106,132.313379496
44.4491484037,7.61134582495,0.226036744568,44.1720043156,149.086088374,4.91936876076,0.0,-92.4045503932,0.0279999393688,4.86149171119,4.86125375624,79,89.7426664197,-447.710369658,0.100298784623,65.7627240276,4.91861183315,65.7627240276,-4.93772958991,65.7627240276
44.6174744726,11.7855255306,0.255292076159,179.935906156,153.766599176,5.06302326656,0.0,-61.5996180543,0.0301887277645,5.00830694157,5.00781075863,80,90.1492491259,-497.690298883,0.100610622107,54.5156494864,5.06212137178,54.5156494864,-5.0828584761,54.5156494864
44.7715470353,18.9095253179,0.184001874107,81.5851410425,56.9847709726,4.96960775213,0.0,-6.60194923935,0.0296769100853,4.93815026098,4.93795937363,81,90.4410648888,-193.865117859,0.0992063936013,85.8141859689,4.96915733012,85.8141859689,-5.00477691287,85.8141859689
44.8751166842,7.82039207779,0.263076593117,142.320650129,159.088401965,4.95098255766,0.0,-91.0365049356,0.0281635471194,4.92608695792,4.92536097501,82,90.7726085237,-387.400629423,0.0960159803456,61.3155652608,4.9503282526,61.3155652608,-4.98590775234,61.3155652608
45.0636632439,12.5954251413,0.22983625007,87.1820841808,129.952186221,5.03271705344,0.0,-57.5691941517,0.0265510020324,5.00566836267,5.00485116945,83,91.1345236024,-402.273517175,0.0940957470437,55.1192860543,5.03193692339,55.1192860543,-5.06458005124,55.1192860543
45.297162387,11.2067014323,0.21421397947,152.312989142,124.835021883,5.08516012414,0.0,-72.1976269586,0.0373461688056,5.04033466093,5.04003368771,84,91.5337047674,-437.199530797,0.10309156724,-30.1886627549,5.08433945133,-30.1886627549,-5.10179348808,-30.1886627549
45.5301356513,15.3281171614,0.210912465309,79.9787825705,29.8341191927,5.07088453302,0.0,0.633311804791,0.0299197981546,5.030670341,5.03012753801,85,91.9031482571,-71.2503736864,0.0964981720497,65.4528291786,5.07022715978,65.4528291786,-5.09254320582,65.4528291786
45.76397194,15.051079153,0.190742086859,105.83371854,42.2061775183,5.09758520762,0.0,-11.476113688,0.0298402142861,5.05892416761,5.05798522379,86,92.2635942571,-113.354688558,0.097277695662,-5.98682164431,5.09666164737,-5.98682164431,-5.1208588922,-5.98682164431
46.025042314,12.8217698088,0.243135782552,81.0138858906,88.1506750727,5.1272908939,0.0,-36.4356633877,0.032954417352,5.08980616525,5.08911127226,87,92.5940534833,-375.074018471,0.100620938722,60.6727739521,5.12630237181,60.6727739521,-5.15214551038,60.6727739521
46.2373073432,13.0726407262,0.235416124206,95.5898342251,73.5168801419,5.13002620377,0.0,-11.8242567463,0.0312069280419,5.09180033074,5.0913908915,88,92.8252650665,-181.250644839,0.100865358689,75.9675224737,5.1295959999,75.9675224737,-5.15415437522,75.9675224737
46.5252661373,8.25658710033,0.318202519718,163.328542897,116.091515095,5.18377213347,0.0,-63.2429953135,0.0334547102104,5.14902488087,5.14827655187,89,93.0482901572,-353.911076224,0.0997649948145,123.580501119,5.18298945791,123.580501119,-5.2097460883,123.580501119
46.7585963701,-41.7163319706,0.26399151535,33.4977974218,148.408726709,5.21874698539,68.4498798596,-218.09371,0.0399997729756,5.18675156356,5.18557561108,90,93.2691966291,-520.04656283,0.103187736973,122.0668327,5.21765111577,53.6169528402,-5.24039969257,-14.8329270193
46.9422707331,6.1280737547,0.228624843091,62.5037083594,71.3398120922,5.26358419336,0.0,-74.9065815205,0.0599926179249,5.22677190105,5.22580043078,91,93.4573713264,-194.4190743,0.11179622495,7.77687819968,5.26189655806,7.77687819968,-5.28108249572,7.77687819968
47.1751282806,-35.6600658639,0.309539749776,63.0490974347,85.3459001572,5.31789580508,0.0,-148.517674845,0.0453659400001,5.27777479341,5.27735198729,92,93.7354548579,-417.918559775,0.106740762688,30.7098806981,5.31708667683,30.7098806981,-5.33751671796,30.7098806981
47.4049489974,-52.125896042,0.309432688696,49.0722020611,147.954060328,5.28609517552,0.0,-231.479789035,0.0325091391351,5.24541971188,5.24565252293,93,94.0576293767,-503.412404422,0.101239946357,-191.368022955,5.28536714717,-191.368022955,-5.3045565767,-191.368022955
47.6818733043,-21.391369435,0.231969241619,48.2734341451,131.621360864,5.3057193794,0.0,-125.019614806,0.0431227563715,5.25190184819,5.25282538335,94,94.3442590364,-440.76328408,0.107256649194,-6.90255266491,5.3047950801,-6.90255266491,-5.31389568673,-6.90255266491
48.0292732189,-20.8292799041,0.222616030655,84.1327681202,126.13122662,5.29389627491,0.0,-110.950268411,0.0492964860434,5.23808820109,5.23903376678,95,94.6087038886,-531.896685003,0.107058660297,-174.655957502,5.2921495986,-174.655957502,-5.30124124851,-174.655957502
48.3225639284,-5.2091009394,0.227458780173,41.9665149881,89.4565823671,5.28064875565,0.0,-56.2752469407,0.0893915937181,5.21032818757,5.21316760554,96,94.8255244743,-230.079784781,0.109867110395,-2.71543469922,5.27621693222,-2.71543469922,-5.27074440297,-2.71543469922
48.5910837612,-26.3606439406,0.278184389868,-7.23045651734,58.0053219215,5.30492165368,0.0,-124.974430416,0.0883651392507,5.23835547948,5.2402269868,97,95.1218740055,-343.429105592,0.113125285069,37.1733829826,5.30005425079,37.1733829826,-5.29411065642,37.1733829826
48.7879555837,-42.1667248833,0.27426903395,7.68844411633,93.686955788,5.34354037962,0.0,-145.161850052,0.091957802895,5.27065795685,5.27281239234,98,95.435724157,-438.865153417,0.112340832725,80.4977818,5.33861403196,80.4977818,-5.32570815538,80.4977818
48.9624700597,-4.32807908831,0.243283853405,150.255934741,71.9785590595,5.38813502111,159.979494589,-46.1184078388,0.114940501287,5.31434520776,5.3158671567,99,95.8636785293,-333.742838286,0.12174816544,-101.064224193,5.38095637949,-261.043718782,-5.37188559573,-421.023213371
49.0989029545,-1.0636465514,0.311361504118,123.446282603,56.7014857418,5.4388406163,0.0,-13.6909746657,0.127642376692,5.3505038216,5.35349637417,100,96.2252592895,-140.032035541,0.115871080932,-37.6204099254,5.43043034163,-37.6204099254,-5.41274435035,-37.6204099254
