AverageQLoss,AveragePolicySurr,AverageReturn,AverageAction,AverageEsReturn,AverageAbsY,AverageAbsQYDiff,MinEsReturn,StdReturn,Epoch,AverageDiscountedReturn,PolicyRegParamNorm,MaxReturn,MinReturn,AverageAbsQ,QFunRegParamNorm,StdEsReturn,AverageY,MaxEsReturn,AverageQ
0.580544429642,0.155902399908,-47.3947164219,0.998694240144,-106.689243182,0.178959919658,0.161087800867,-136.219799695,0.0917370401075,10,-14.6399048336,27.3324329071,-47.1884895318,-47.5110092001,0.177824180019,30.693232197,25.3075275585,-0.178188580708,-13.4819683296,-0.170458339577
0.246968866729,0.203955542101,-47.2500354497,0.995502991744,-37.8420459822,0.225452906262,0.0989840676598,-38.5513575415,0.120841496815,11,-14.5863344185,27.577229298,-46.8643181075,-47.4143841455,0.223009776089,33.5377630647,0.870787308148,-0.225442493252,-36.6155739157,-0.222999356717
0.111037478099,0.236015308354,-128.672447458,0.957002539878,-128.420700158,0.268925559121,0.0721280565832,-152.523509468,4.69821714532,12,-54.2171410226,28.1487000627,-119.955464001,-137.928027235,0.26784553255,35.2020885534,12.4427165945,-0.268922876552,-110.065105582,-0.267836220246
