Epoch,MinReturn,AverageReturn,MaxReturn,Steps,StdReturn
420,-195.656169804,-149.150973389,-75.5806304407,504000,52.6239831637
421,-364.801627917,-275.294595809,-105.214125397,505200,120.320342105
422,-200.623485173,-184.918812788,-167.695609902,506400,13.4855649646
423,-348.69725708,-221.702928122,-137.151137652,507600,91.4292694426
424,-247.184298545,-226.272668134,-193.921236818,508800,23.2004341871
425,-355.183720657,-237.190676301,-171.963652237,510000,83.5886277792
426,-418.858725299,-343.363986982,-218.065734922,511200,89.2178933178
427,-213.129364086,-187.595128662,-165.166637478,512400,19.7034687534
428,-278.749637959,-219.453894568,-173.854720706,513600,43.9046916931
429,-225.239547339,-185.447334337,-143.720586408,514800,33.3080777679
430,-207.250083155,-157.690291493,-111.724990017,516000,39.0806953582
431,-203.570779905,-172.40514709,-128.291559958,517200,32.0674017208
432,-128.510755819,-77.542058703,-12.0069499008,518400,48.6649734438
433,-189.221858712,-184.689627377,-178.198143694,519600,4.70882685511
434,-158.71656182,-130.238942813,-113.366788713,520800,20.2511825501
435,-204.720917037,-177.410066433,-159.222042632,522000,19.6631019883
436,-588.372670651,-351.396385351,-131.094030615,523200,187.055167671
437,-167.469575423,-165.650465177,-163.486236683,524400,1.64439995816
438,-242.532505634,-192.828637595,-164.496934045,525600,35.2605981191
439,-346.554390776,-229.606949656,-142.341524544,526800,85.9708874734
440,-195.514376499,-160.523044937,-115.730527265,528000,33.3007816376
441,-206.687037271,-143.550587219,-58.2759851439,529200,62.5781294578
442,-443.68082474,-321.787576623,-121.096744527,530400,142.996309119
443,-315.718215463,-237.788361285,-186.146628492,531600,56.0683988954
444,-161.936799699,-158.380312501,-153.17997749,532800,3.7591808082
445,-328.792103704,-200.412103858,-112.230190577,534000,92.8679355394
446,-230.448275158,-188.974221751,-161.020022902,535200,29.9127665415
447,-190.417053598,-172.290471054,-140.311307913,536400,22.6799019629
448,-472.693177533,-357.625315409,-183.24227875,537600,125.390518379
449,-171.231779074,-155.511903427,-137.575140886,538800,13.8293953628
450,-187.697354466,-164.95578282,-150.330078803,540000,16.2988507399
451,-140.971770989,-101.065161562,-55.0401474338,541200,35.3472029893
452,-473.194663003,-255.733146945,-101.62731743,542400,158.168750257
453,-436.764457534,-389.887870519,-298.626453792,543600,64.5395839822
454,-286.026223543,-188.514801474,-107.973704046,544800,73.6734636243
455,-180.935273928,-156.1530191,-113.30887934,546000,30.4193587122
456,-363.817133431,-220.040575004,-123.652225873,547200,103.614759215
457,-519.512038348,-270.725516043,-124.60400731,548400,176.810948008
458,-374.676689976,-241.12026198,-158.419328568,549600,95.3293329735
459,-562.965358239,-286.6377799,-145.548309772,550800,195.4077063
460,-402.204497892,-227.923084603,-120.979960297,552000,124.291710662
461,-166.662559519,-152.142082794,-137.580429421,553200,11.8727655976
462,-435.134337955,-362.087300354,-245.746399129,554400,83.1573480975
463,-337.433086246,-183.628707109,-100.191570508,555600,108.886931612
464,-199.804841926,-160.205334467,-136.601727934,556800,28.1728005873
465,-351.034006698,-267.200747068,-172.465635669,558000,73.3066780128
466,-183.004075084,-165.663004393,-136.958722444,559200,20.4431822782
467,-580.572566683,-298.773025675,-151.893797703,560400,199.322167852
468,-288.595464214,-202.531760582,-136.585886643,561600,63.6672245454
469,-193.372525662,-173.993458382,-164.096655782,562800,13.7041148784
470,-409.270501462,-253.10084639,-160.455180287,564000,111.066763386
471,-158.147668493,-126.748034402,-103.989635669,565200,22.9387058806
472,-170.06775994,-144.374553528,-129.16868786,566400,18.2696790912
473,-417.500081681,-276.412254883,-205.213236161,567600,99.7655929862
474,-354.83394477,-282.351293242,-174.349786588,568800,77.8452509397
475,-178.097746165,-159.6922986,-136.258436268,570000,17.4469802441
476,-182.736932828,-137.787389382,-89.8268483857,571200,37.990091054
477,-483.124116824,-243.088665116,-90.7699246037,572400,171.767515566
478,-352.801649288,-215.3538715,-138.812515988,573600,97.3996286732
479,-175.093893481,-129.619286832,-57.3064956386,574800,51.6958017951
480,-628.864131485,-319.45979133,-164.516764518,576000,218.781995439
481,-428.597114933,-259.443163778,-174.239467274,577200,119.611000533
482,-438.344803527,-232.485529837,-111.133257548,578400,146.339613958
483,-273.830756797,-193.689476344,-115.148471534,579600,64.7916536585
484,-223.38618902,-182.810521128,-145.594157743,580800,31.847173895
485,-429.005782302,-249.086870489,-147.728632626,582000,127.561863035
486,-258.705848244,-177.625543619,-136.965900816,583200,57.3325162337
487,-669.912268864,-543.808034922,-415.550308706,584400,103.853999572
488,-469.584174705,-327.6234693,-154.728053934,585600,130.387400738
489,-428.560070893,-236.213454212,-126.297085978,586800,136.471700135
490,-427.346391736,-229.536327516,-119.225136703,588000,140.182539537
491,-449.470074465,-334.247394353,-131.208656632,589200,144.005387632
492,-131.412065609,-103.893854523,-59.75844656,590400,31.524156925
493,-436.257093533,-278.49009165,-95.7213317767,591600,140.142706281
494,-115.011775793,-82.894313458,-38.1361686735,592800,32.6323447118
495,-345.038007397,-168.231643335,-23.6281687818,594000,133.176175695
496,-438.34859616,-329.166501965,-120.673076482,595200,147.482178228
497,-496.367577005,-270.896647955,-131.231520603,596400,160.941110607
498,-531.249099113,-306.70888986,-173.288651642,597600,159.710273787
499,-155.9313411,-147.627803691,-135.361671335,598800,8.85266240902
500,-325.452779426,-196.521558611,-92.767962224,600000,96.6470921033
501,-401.497444289,-196.147158064,-85.2487866043,601200,145.359729691
502,-183.855163155,-142.169136777,-115.839831281,602400,29.8149067826
503,-380.903098966,-244.429228543,-135.932828265,603600,101.946595525
504,-137.59233153,-123.147365155,-110.691484969,604800,11.07192348
505,-219.012169533,-138.87033883,-46.7921654675,606000,70.8133210499
506,-138.048459664,-120.539058724,-92.8940905981,607200,19.7783813471
507,-374.060650051,-293.497969024,-233.37496092,608400,59.2252815015
508,-239.914356331,-149.178387369,-97.5116076582,609600,64.3658132288
509,-81.2877548292,-78.6920832401,-77.0460216653,610800,1.85730888522
510,-319.611336636,-132.523992741,-32.2851795048,612000,132.403626842
511,-123.168357567,-111.432359167,-99.8046209602,613200,9.53851271617
512,-309.658719821,-246.519198189,-124.914592412,614400,86.0086146887
513,-307.030489353,-206.803079581,-133.90045728,615600,73.2733922107
514,-197.237282363,-153.739035812,-110.605878241,616800,35.368064809
515,-303.370422417,-177.350098974,-108.049152578,618000,89.2577369653
516,-162.344267787,-120.917400203,-80.7276326578,619200,33.3313325548
517,-170.398871986,-152.288642639,-124.122226394,620400,20.1862519718
518,-196.568846387,-140.969163771,-98.5035611339,621600,41.0980785082
519,-329.285024054,-188.055698633,-114.022522798,622800,99.903213165
520,-211.302509433,-177.330834318,-124.267416676,624000,38.0100672392
521,-181.545734996,-123.85285696,-59.9743493871,625200,49.8236688018
522,-121.77391654,-43.6461308152,80.1170399122,626400,88.5133920096
523,-187.968045304,-110.283775707,-1.15942681611,627600,79.4385461634
524,-154.422295196,-126.051961228,-93.6571527441,628800,24.9699543537
525,-148.580113933,-129.63066444,-109.47307259,630000,15.9882222614
526,-171.582479629,-141.84041076,-114.396213228,631200,23.4026697297
527,-135.361491507,-102.258145118,-52.2352586381,632400,35.9832903388
528,-195.219857167,-132.094485739,-84.5715114055,633600,46.4997505461
529,-289.331488189,-170.480709004,-70.4191253324,634800,90.3527570284
530,-200.431395959,-165.045635182,-128.490273272,636000,29.3814823596
531,-162.393982212,-57.3607172126,69.6138274745,637200,95.979062837
532,-196.987461128,-132.105727684,-61.2520583612,638400,55.5744120059
533,-165.398678212,-127.734428401,-101.926359352,639600,27.2349111994
534,-126.246664691,-100.346178611,-78.2319196241,640800,19.783925675
535,-192.892372116,-159.482981626,-120.778631537,642000,29.6774363555
536,-125.158005784,-99.2560400768,-81.4110683503,643200,18.7462884807
537,-154.463782766,-141.520776445,-134.080577164,644400,9.18620094289
538,-155.183974684,-126.104649596,-102.314003825,645600,21.9056469332
539,-186.154530901,-176.227838088,-168.611880593,646800,7.34578192988
540,-188.872388599,-169.174985655,-141.208692902,648000,20.3181015494
541,-194.429594968,-78.9469008638,-12.8592120284,649200,81.9424631444
542,-238.231659853,-118.927715068,19.9054956165,650400,106.284968923
543,-121.111387625,-89.5725814866,-61.5981576144,651600,24.4265532061
544,-210.810902055,-140.587164148,-93.6263925985,652800,50.5893698782
545,-139.6758924,-115.544862561,-78.4511825719,654000,26.6225342844
546,-165.146643935,-144.536586724,-134.112110323,655200,14.5738375519
547,-150.383503585,-121.908728798,-69.3296255498,656400,37.2218284884
548,-158.59145049,-137.542633869,-112.321911292,657600,19.1184232942
549,-206.70778325,-127.284106222,-14.9490715184,658800,81.6709617074
550,-120.448079383,-91.8157573917,-58.0340507898,660000,25.7392678309
551,-111.593268983,-104.309104553,-92.6755803088,661200,8.31293908268
552,-357.611961471,-187.06868839,-61.6637224756,662400,124.965168805
553,-125.711761249,-120.725443837,-111.216175363,663600,6.72672863856
554,-114.324855245,-109.465024508,-101.407106607,664800,5.73805301454
555,-167.189401533,-102.080915519,-44.4741986963,666000,50.3783197918
556,-135.660198086,-106.893500603,-54.4321161205,667200,37.1535459856
557,-141.070581511,-129.615625816,-123.083135625,668400,8.12650200885
558,-124.456989119,-89.4801469232,-35.4284145641,669600,38.7677731102
559,-145.97922362,-115.387184771,-99.9942172655,670800,21.6319829523
560,-145.859885315,-90.1209870649,10.5045093283,672000,71.2907707804
561,-171.834556896,-130.209307435,-95.3085062456,673200,31.6014003958
562,-123.865177935,-101.083964706,-66.750227887,674400,24.7066115404
563,-164.723117946,-119.614182287,-70.5622076408,675600,38.5420110591
564,-110.39089686,-89.1844980834,-78.0786205112,676800,15.0008043595
565,-174.295738007,-119.453005529,-85.2810290691,678000,39.1694159402
566,-138.045531466,-90.3325563318,-53.6637270556,679200,35.3228169617
567,-137.33921389,-108.210333564,-90.3522623902,680400,20.7720446278
568,-130.961365216,-122.130809707,-113.772566044,681600,7.02524083135
569,-130.919365708,-101.761113833,-46.9465703447,682800,38.7860934255
570,-138.331188461,-128.739476496,-112.504420974,684000,11.5428474224
571,-125.307227803,-75.0347653095,-25.9072530349,685200,40.5879450841
572,-129.449853697,-87.3919125028,-39.5336620669,686400,36.9365498279
573,-132.425340884,-117.044517072,-104.651573216,687600,11.5337508382
574,-227.03882908,-160.599113,-125.363488802,688800,47.0087950482
575,-177.980704816,-138.372828507,-106.211797237,690000,29.7689508218
576,-136.026894688,-107.103833079,-60.3606986378,691200,33.3617500839
577,-200.772852074,-117.937389913,-74.6746714551,692400,58.5928853587
578,-228.985755213,-129.996902354,-50.5284148119,693600,74.1509230436
579,-116.995876204,-100.61581598,-74.9794110698,694800,18.3594802635
580,-118.701293565,-91.7843345645,-68.5655369961,696000,20.6342081696
581,-136.794637803,-91.8705425852,-39.5938213547,697200,40.0212069743
582,-193.093801838,-103.833979741,-46.6035257663,698400,63.949253645
583,-235.101734277,-152.905620113,-91.3378033315,699600,60.476783148
584,-185.540601085,-118.569226755,-77.6032340421,700800,47.748149743
585,-90.1722851461,-73.8111445307,-57.1191615242,702000,13.4959089556
586,-231.670958631,-141.061816773,-89.3946562453,703200,64.2806087277
587,-252.389350226,-143.450077267,-70.1821458601,704400,78.5459516755
588,-152.091430654,-110.434112022,-66.2195377931,705600,35.1036575778
589,-205.74271847,-139.850864168,-100.859393316,706800,46.8533239386
590,-123.28391804,-73.9545757544,-32.0998750481,708000,37.599070238
591,-281.978787105,-256.847155691,-237.403243069,709200,18.6370131782
592,-194.808462122,-132.486965407,-78.2948594393,710400,47.9125602739
593,-298.19581674,-173.03325954,-101.167920752,711600,88.8273346335
594,-248.864618869,-136.184501174,-72.2279447014,712800,79.9191997331
595,-66.798071734,-27.9970432226,7.92342826697,714000,30.5728512155
596,-295.251750736,-173.259738134,-2.79759204254,715200,124.215871543
597,-220.340610179,-164.923591413,-62.4306131135,716400,72.5534344134
598,-193.149324507,-123.813898514,-8.88494716833,717600,81.8430096978
599,-237.411147423,-101.854774597,74.9305048415,718800,130.803144687
600,-210.521355666,-162.502980368,-125.678978822,720000,35.5297314926
601,-210.975570897,-109.651378966,-5.62001377242,721200,83.857906806
602,-261.371638501,-146.72152284,-82.023084131,722400,81.2931055357
603,-238.243192356,-149.403815557,-54.162891063,723600,75.2866707579
604,-156.10056188,-74.1505273431,1.29802672018,724800,64.4219468794
605,-296.171320852,-211.252766136,-106.560071556,726000,78.6611675496
606,-70.9063315211,-31.4964135913,18.9601412703,727200,37.5101486145
607,-247.626861244,-193.72213454,-88.6247820459,728400,74.3232982706
608,-225.62539656,-193.757668274,-174.085698946,729600,22.739649806
609,-183.140663426,-107.492549722,-42.3243326987,730800,57.9636721044
610,-215.673479776,-146.67743413,-90.7728799352,732000,51.823934763
611,-280.511290378,-144.624752968,-75.5801950976,733200,96.0904994428
612,-100.37939176,-40.0210292475,79.7178027324,734400,84.6690812581
613,-225.310647471,-136.547309488,-61.3218930625,735600,67.6290587602
614,-29.8022062547,-12.6351380914,10.8186235101,736800,17.1688640371
615,-181.601686494,-91.4074845432,41.3910542038,738000,95.8915628419
616,-238.78482087,-163.382863439,-58.0527740882,739200,76.7584435904
617,-261.587252897,-205.479871442,-152.456391349,740400,44.6058222753
618,-66.8680381149,-41.5092440308,-15.0180665967,741600,21.1828012886
619,-260.031827704,-172.560345437,-53.9623750847,742800,86.9589884988
620,-219.0726443,-137.851380432,-67.5393444101,744000,62.3423006902
621,-312.46500405,-170.766301167,-0.627897368087,745200,128.885498841
622,-218.959438429,-162.754399873,-92.8296798907,746400,52.3981630791
623,-238.046367959,-198.854027339,-124.60800881,747600,52.5270443537
624,-191.420121036,-76.3258109894,-11.8928075941,748800,81.5779384461
625,-287.737456198,-137.102371797,-58.1826083339,750000,106.555689626
626,-361.772522201,-159.607518218,9.75897718689,751200,153.439934791
627,-319.248606138,-123.196087615,-7.3758580199,752400,139.38930589
628,-262.245432195,-118.979800318,-27.9993427657,753600,102.528409701
629,-229.074712256,-150.076971774,-31.2909306335,754800,85.5060922595
630,-202.900611426,-139.102225553,-13.6517634646,756000,88.7111999315
631,-287.151361806,-151.035867439,-50.3549941554,757200,99.8660409805
632,-370.39592797,-260.745151435,-193.982915195,758400,78.1449846355
633,-256.866852386,-183.475447262,-75.7257475971,759600,77.8391258251
634,-200.403014697,-109.419193728,-56.2919874593,760800,64.6366227477
635,-179.912624009,-94.7450742219,-27.1259338223,762000,63.5971864081
636,-310.837314153,-101.865659041,44.1876771243,763200,151.61293316
637,-284.350253295,-123.056163098,-31.705274765,764400,114.386508264
638,-210.800826796,-100.922905777,-32.7850431671,765600,78.4392723157
639,-196.00207474,-113.736909005,-30.1372942241,766800,67.7205873157
640,-137.700614821,-103.000788101,-75.7715022094,768000,25.8284143588
641,-219.482285711,-149.057304064,-78.2955975835,769200,57.6397158435
642,-178.509404543,-49.6270472277,57.75231151,770400,97.6445384341
643,-229.682527878,-142.871679399,-59.0101644128,771600,69.7079040889
644,-285.759976344,-142.364540377,-25.7708321783,772800,107.818793135
645,-264.47708374,-138.044469115,-39.7363560994,774000,93.8805601395
646,-40.1709472583,-8.52309487437,33.2177686804,775200,30.799107808
647,-165.198439581,-78.5900251328,12.2303680711,776400,72.4962114871
648,-94.9740283836,-69.8751681054,-30.4750265383,777600,28.2066811782
649,-298.437536471,-148.65031214,-29.7709060644,778800,111.838900494
650,-124.304493379,-57.5351963108,0.984936488505,780000,51.4807202905
651,-205.768842407,-118.579423494,-44.8854042341,781200,66.3699958738
652,-85.9392180298,-27.2702321117,24.9663696772,782400,45.504900984
653,-156.632187471,-58.1088231767,68.6431897264,783600,94.1094800203
654,-82.5351016712,-39.1172901169,6.96208264294,784800,36.5855110764
655,-278.863971383,-92.6146119715,53.6168814237,786000,138.652927775
656,-219.525633449,-118.765834,-44.5240637069,787200,73.8638014897
657,-42.9018586868,-35.5604193775,-30.7723003293,788400,5.27074502978
658,-120.23585339,-76.5759008141,-25.5506578753,789600,39.0043347079
659,-81.0884589411,0.549310097282,43.6959933508,790800,57.7579007416
660,-40.8733478228,-29.3503066364,-10.7719484384,792000,13.2628977433
661,-96.973191189,-31.8761473529,14.510834573,793200,47.3970590686
662,-355.584373154,-129.548908517,13.3190036337,794400,161.678810592
663,-65.3242184764,-45.4144235913,-12.7650014023,795600,23.2714618183
664,-174.946409313,-33.3330729529,90.7682383653,796800,109.182024661
665,-5.26077893222,28.0795046436,64.5677498452,798000,28.594149805
666,-94.8505530546,-31.7283634656,15.8777353354,799200,46.5170238906
667,-89.2822362394,-23.8893603159,74.4703264785,800400,70.7994040155
668,-88.8042595646,4.63708646266,81.443749294,801600,70.4917519707
669,-123.439264703,-58.6147382471,33.5165015858,802800,66.9229436961
670,-14.1413076321,-4.14485132608,3.57819452846,804000,7.41041993933
671,-114.058358271,-14.5143187316,60.7839182524,805200,73.4091257775
672,-50.805614797,-29.0463066375,-10.5273224356,806400,16.6024091304
673,-62.1768370461,-13.8303810346,60.4964926219,807600,53.3443094667
674,-133.181261783,-48.6585903312,69.290609817,808800,85.9717562646
675,-256.826620075,-138.413214807,4.50876959415,810000,108.088079243
676,-131.561537049,-74.2638577438,-14.7368691012,811200,47.7195147039
677,-16.4879823585,24.3048450604,62.0293308207,812400,32.1279022826
678,-329.655672941,-120.464936562,86.9276262422,813600,170.074172761
679,-16.627553785,20.7225968606,46.4616708027,814800,27.0330093457
680,-284.512115814,-103.870955624,58.1973106077,816000,140.525565959
681,-57.3600201702,-19.2814592765,18.1730462412,817200,30.8394024392
682,17.2329005508,41.2451822551,81.6028326208,818400,28.7083071158
683,7.79089367879,36.7168820395,51.4972649648,819600,20.4554041368
684,-216.32165339,-101.107524757,-22.9600855173,820800,83.1770344082
685,-33.0709603696,-7.91608400653,34.4720897204,822000,30.1469269566
686,-31.645001545,0.233603726096,56.1184051227,823200,39.6470005321
687,-67.0020561378,-16.9961921321,20.4738696923,824400,36.7955536463
688,-19.2244903326,-12.2151558412,-7.2564096604,825600,5.09656244011
689,-97.3039794264,-45.3671003606,-10.4117973743,826800,37.4507967877
690,-161.09063784,-35.8075300886,54.0330117571,828000,91.3297241228
691,-76.4117698125,-47.8070564084,0.861456783495,829200,34.5900268246
692,-115.706002634,-36.7446185142,21.3816803061,830400,57.8724677665
693,-51.9707003531,-27.6061887552,-1.82985446341,831600,20.4942437304
694,-31.4533315239,-28.9539656279,-25.8528496007,832800,2.32564354657
695,-36.2099975711,7.1721618462,38.9169004959,834000,31.7551557481
696,-47.709736867,-28.8643475009,-12.9609755741,835200,14.3378450916
697,1.53242351209,22.2928039806,41.9795856789,836400,16.5299262466
698,7.94465796797,36.3489106337,51.1793140819,837600,20.0913896858
699,-21.5578378592,22.1665411678,57.3349071034,838800,32.7711287767
700,-67.9597423262,-48.8640233865,-19.7086399486,840000,20.9434135633
701,-55.0539594684,-32.2094640516,12.3469793802,841200,31.5095557398
702,-92.4658191792,-12.8555134069,101.886230385,842400,83.1418195835
703,-102.806711874,-39.424571419,15.0224322849,843600,48.5166933804
704,-67.9208307951,23.0168719378,90.1101719411,844800,66.6826619775
705,13.2451338875,48.0500800136,85.82311094,846000,29.7040719296
706,-140.23109259,-27.5564015008,72.8513465845,847200,87.4219266515
707,-92.7733272046,-40.3114201027,26.9257669662,848400,49.9713248434
708,-39.183684884,4.18344066912,37.6191436046,849600,32.1314330251
709,13.6182155719,39.9599848836,64.2817824434,850800,20.7325744735
710,-80.749205477,-24.9886881902,51.7194828775,852000,56.0719270092
711,-78.1039531735,-15.150068432,27.2883299833,853200,45.4059263508
712,-106.286943117,-44.8458206225,-10.5803993328,854400,43.5417399955
713,-317.923267322,-122.926819886,31.8324823585,855600,145.59428102
714,-80.615229492,-22.6788200737,58.877678775,856800,59.3464367519
715,-65.3190314763,-3.20226468082,52.9677857838,858000,48.4731221793
716,-32.1675745893,1.02486689731,34.8883044616,859200,27.379559354
717,-149.096643581,-117.652776567,-88.7267874388,860400,24.7101148582
718,-55.2901187341,-46.6108827819,-29.7560367856,861600,11.919949243
719,-88.1817129173,-78.9716061939,-65.2960640723,862800,9.8621605387
720,-14.4788762846,37.0739890712,78.8123849619,864000,38.7131133201
721,-111.485153739,-43.9636483287,8.67633872766,865200,50.1716437798
722,-115.762006362,-19.9336340723,91.2785390803,866400,85.2210571046
723,-63.2101236752,-6.16115852442,66.5640473297,867600,54.1272713577
724,-84.8720853206,3.87048485829,76.187393057,868800,66.7702062921
725,-15.4633769865,7.16799359885,21.9469208259,870000,16.2507075872
726,-79.9751650992,-38.8634873383,6.1151837172,871200,35.2524445269
727,-66.8443070474,-51.864840043,-42.9531687227,872400,10.6555222291
728,-54.4435621516,19.5039477289,96.9028601478,873600,61.8350980179
729,-47.3802654349,19.1536591251,88.0501322525,874800,55.3144609256
730,18.8389971213,47.0885375427,81.7565221139,876000,26.0838526906
731,-114.673847152,-73.7073274761,-45.1926939308,877200,29.700670749
732,8.6698757954,33.6957332218,51.3105497452,878400,18.1796482212
733,-56.1557867249,-2.12627007411,40.6913902673,879600,40.3247088377
734,-213.88069811,-124.677462516,-74.2662767282,880800,63.2543227007
735,-0.717605834102,20.2974944913,40.7535994296,882000,16.9351621071
736,-80.0949499075,-17.4271934299,50.6621421691,883200,53.5188404347
737,-43.1455314573,13.1751061192,61.6663602033,884400,43.145935249
738,-43.3736914056,-37.9816524772,-34.2865290649,885600,3.89904018559
739,-31.0245920176,10.4108325602,50.2375871545,886800,33.1946411869
740,-108.033242853,-36.0354190071,12.9700984527,888000,52.0060045667
741,-79.7483637352,-2.00339775802,70.6937886656,889200,61.5213803679
742,-18.8439705651,-0.0767095315326,10.2407752683,890400,13.2923448859
743,-57.0908071549,-5.37272220791,27.0998334425,891600,36.9667308939
744,30.5256047738,51.6551290865,93.80530108,892800,29.8047055887
745,0.785367882644,23.7956270341,63.2399477534,894000,28.0202595922
746,-51.9367885885,-9.867651759,40.6981482325,895200,38.2923216291
747,-21.4874638648,0.962279000172,29.8830894908,896400,21.4653127188
748,-55.6252457703,8.09716709639,44.0713562076,897600,45.1835224588
749,-85.3160414836,-41.9342702186,3.84259888552,898800,36.4382414354
750,0.745841692077,47.6937557452,90.188926802,900000,36.6504802937
751,-54.569142499,-6.01633171544,44.8013709191,901200,40.5994419959
752,-25.1523311515,-6.54337733843,10.0987210951,902400,14.4582285957
753,-52.6164291088,25.2275125429,79.771890871,903600,56.5026197332
754,-38.6861901671,-15.4149641018,27.4392602162,904800,30.3398985114
755,-7.62674715338,37.2716659103,94.7302400566,906000,42.7204591306
756,0.791299021163,23.4151671523,56.1953409817,907200,23.7313418003
757,-1.08439664251,31.1777929261,76.2137231933,908400,32.8240376464
758,11.6023783619,41.4595719748,67.1373544602,909600,22.8638579508
759,24.1972681332,40.2086692576,57.4582720666,910800,13.6069456094
760,-0.602216088339,14.370154367,22.5866631699,912000,10.6038445957
761,32.053841762,47.0978795768,69.1651067528,913200,15.9437634392
762,46.4825755889,62.3632347033,76.2537223311,914400,12.2352191506
763,20.9107916068,43.7985092847,75.8578109323,915600,23.350691604
764,19.3523860928,47.7332811256,72.6688518418,916800,21.9022689042
765,9.50099736133,33.3219905533,59.4145021682,918000,20.4403088281
766,-38.8379430657,-6.86876738601,45.5291451595,919200,37.349264708
767,-45.6341756279,24.1384698078,67.1281678085,920400,49.7783837242
768,-6.54989119366,20.1839456958,47.219661705,921600,21.9523659011
769,-24.3155990723,15.8269011344,89.639440769,922800,52.2601916224
770,38.4641463737,49.6860973165,56.3153536158,924000,7.97855597075
771,-69.191795619,-30.5550462999,24.7626786427,925200,40.1293908855
772,60.2523331486,72.9979203728,82.2686782098,926400,9.31792866525
773,-7.65284146341,15.7096145312,35.0740952653,927600,17.6707976653
774,-55.2977932373,30.5778779056,88.5013290261,928800,61.9437478366
775,-0.151616308774,17.7949669047,39.595729856,930000,16.4540553841
776,-65.8559123327,-19.4544364455,18.1850365383,931200,34.8644976344
777,-37.4169851661,14.7251461602,68.9406476041,932400,43.4450661552
778,61.8527365402,73.600167847,94.9970078218,933600,15.1540752589
779,11.088498583,44.2021585719,63.9762295015,934800,23.5617839963
780,28.4325203464,40.7499716224,54.0048372836,936000,10.4608765624
781,19.8495994278,31.1830527352,43.8030793536,937200,9.82119318286
782,-35.5347862019,22.0403046445,52.7010063041,938400,40.7404551501
783,16.0113618121,59.2361864006,93.0612757271,939600,32.1500500344
784,-44.5541182061,33.8205655392,101.508945892,940800,60.1068630777
785,2.39887816374,41.2506753853,61.0252317474,942000,27.4738442006
786,23.8818677691,31.0506241636,37.6164034154,943200,5.62328809096
787,-74.9060055841,6.3737852939,63.0080547066,944400,58.9385176982
788,-12.2064734749,49.8205086671,82.0460954491,945600,43.8708639931
789,52.9252468882,65.6243796932,76.8245809948,946800,9.81426307046
790,28.8502191009,72.4307364422,111.883116301,948000,34.0234883933
791,11.2047640997,61.4086489424,91.5580443837,949200,35.7379287029
792,50.364774628,69.5898828851,85.7504957872,950400,14.6077756537
793,-21.5169778307,42.4493270999,83.8493957779,951600,45.8798752964
794,46.3878620377,64.9024337264,91.0846402797,952800,19.0358427642
795,-5.37820584498,27.7409598367,73.9837787398,954000,33.7021646655
796,70.8182853601,76.899443548,84.6221455709,955200,5.7537025066
797,66.6042212245,74.5286322447,90.3433737508,956400,11.182719617
798,-14.012689648,21.7259194903,48.8914965116,957600,26.3863199261
799,9.77714637847,39.4765243662,63.8365444671,958800,22.3902685321
800,37.104510574,54.7902354691,76.0991470307,960000,16.1243300494
801,43.7771888848,60.9320218342,78.1202644644,961200,14.0205217977
802,53.0674485921,61.7582732547,77.5105813837,962400,11.1584077934
803,38.2796914145,49.039177895,62.1699811709,963600,9.8962566549
804,-6.63663816243,42.1968189397,68.3039814546,964800,34.5580426374
805,-32.4165396028,2.53474113338,20.9741803052,966000,24.7268130708
806,-15.0854148742,8.68990291674,28.7614700189,967200,18.0909858876
807,-33.4751894152,10.9121334911,90.6270749893,968400,56.4881904124
808,-47.6182331231,27.606222717,71.6615760393,969600,53.4512421575
809,-40.3661259575,-4.83131359825,47.2208490133,970800,37.6163678084
810,-33.9615684211,4.42923771878,35.6240360833,972000,28.8603070495
811,37.4106368255,60.4427951686,88.9874156633,973200,21.4138811374
812,54.8224765675,70.9748693835,89.1479408389,974400,14.0859677454
813,18.6102075065,29.7693371731,38.3834300775,975600,8.27054983261
814,-15.1651862218,34.7441049588,64.720116793,976800,35.5285531047
815,45.3926065586,54.2926573491,67.9417640101,978000,9.79902288292
816,8.07551915375,40.6509639714,93.8345978154,979200,37.9225349402
817,23.1426303603,45.6724845536,76.6268961982,980400,22.6328897734
818,23.321565956,41.6836667197,67.3857861435,981600,18.7229054126
819,-51.161318588,8.11550205455,55.6712839502,982800,44.3947316938
820,33.9673184864,38.2358916852,41.9016343181,984000,3.26709814645
821,-39.1576608212,26.1414501409,66.5157281462,985200,46.602229971
822,62.2940955082,76.1150008841,100.163135367,986400,17.0677709222
823,-24.0137779879,18.8768079047,72.5322502817,987600,40.1430400361
824,49.8941745892,69.7398188877,87.1626875685,988800,15.310952424
825,42.3924296812,59.9449528467,72.3591221025,990000,12.7619923822
826,62.36463984,76.6822424093,98.5577572941,991200,15.7125632683
827,-26.7601857388,39.6781607637,82.4272679291,992400,47.6190441938
828,-48.2237386772,45.5757013138,106.769025461,993600,67.3451721933
829,27.5695306735,38.6982644434,47.0430923173,994800,8.19013633593
830,-30.3589532773,26.3928510832,74.2901455052,996000,43.1791634062
831,-29.7411749811,33.4066153326,89.0995069903,997200,48.8020392903
832,-39.8582903445,22.192860569,69.6538702484,998400,45.8830578417
833,11.2324650801,43.7839132683,93.3725367876,999600,35.6318850889
834,-16.4054688637,21.4604516509,87.6961115896,1000800,46.9958604522
835,23.2878660087,65.2612810333,89.4502962763,1002000,29.7946354391
