Epoch,MinReturn,AverageReturn,MaxReturn,Steps,StdReturn
836,15.4399549054,42.8494854616,62.0233049567,1003200,19.8892320618
837,21.070339223,44.663266512,66.4802986946,1004400,18.5810200182
838,-26.9945171584,-1.89338034297,30.5732224179,1005600,24.0720962448
839,7.70382002502,34.6466756948,68.3375963868,1006800,25.2093368302
840,51.9639875382,68.8867982034,80.0438955927,1008000,12.1669743232
841,-38.719434627,9.29902347588,34.9041765023,1009200,33.9791721723
842,-32.890384817,39.1187221524,77.8887297551,1010400,50.9681688336
843,34.7289502194,55.6798805106,83.6541397264,1011600,20.5817703152
844,46.0199886406,65.3454339539,82.9091285999,1012800,15.1113640636
845,29.9590720198,59.4714765841,116.12559731,1014000,40.0722022296
846,-1.7176484587,51.5890367726,82.883391845,1015200,37.8835145711
847,-18.8486572979,17.1299277913,51.7871988204,1016400,28.8520992365
848,68.9806832531,80.7968276239,90.1154512766,1017600,8.80711122353
849,22.6891554265,56.9287286574,100.134769196,1018800,32.2464874058
850,-0.212671020164,20.6056364641,47.6101656892,1020000,20.0076307493
851,-19.6430791184,39.8320488693,88.9649443992,1021200,44.9380834947
852,13.4587583777,37.9679037946,74.6843235562,1022400,26.4437215996
853,50.96007756,63.3405983834,74.5395510086,1023600,9.66246930428
854,33.8035754669,50.9537226801,80.6172554802,1024800,21.060528218
855,47.5428773159,50.0653380461,53.0843053221,1026000,2.28935873835
856,25.4246759952,72.7382333861,121.985545493,1027200,39.4445174476
857,-44.404533238,24.4390969814,80.5919802122,1028400,51.8126328741
858,-3.91029462795,39.6332427434,64.4739918521,1029600,30.8917289464
859,-2.42145053057,38.5026574794,77.8840423151,1030800,32.8027238848
860,-31.176903131,29.7135864249,92.1985249095,1032000,50.3804245158
861,43.35815375,57.2863754245,83.7190766401,1033200,18.6997777274
862,17.674337597,45.3495014338,100.490830688,1034400,38.9909011949
863,32.9667010285,67.7136086686,94.5141922344,1035600,25.7472518683
864,5.53427261397,35.2271887285,51.7595359886,1036800,21.0411370565
865,34.9939297605,45.8231079406,54.755071734,1038000,8.17823329926
866,43.669679497,64.5068113642,92.3408379587,1039200,20.4766178582
867,24.4831583552,60.7412677686,85.1034235878,1040400,26.1385975542
868,-48.2498424634,38.0651471694,98.294403063,1041600,62.605394351
869,-17.8983623384,23.1321535644,60.1231723916,1042800,31.9799741805
870,37.5739328054,67.8117391251,118.450620206,1044000,36.0315836433
871,61.0536838261,66.9569285434,73.9149295021,1045200,5.30328785636
872,-11.9434223835,32.3417159421,71.7754123877,1046400,34.3498004856
873,17.3045637355,43.7049757661,66.9495407531,1047600,20.3899560845
874,92.924288038,101.284610391,110.307046422,1048800,7.11190870548
875,58.6708429711,66.8065357236,76.7954408806,1050000,7.51447756032
876,-5.44603775007,16.0807124634,38.6161654415,1051200,18.002454434
877,16.7613418772,34.9149594155,49.2564662564,1052400,13.5371690315
878,70.7797704798,77.8969876362,83.2476731819,1053600,5.24103201643
879,9.84472115535,46.3307380577,81.5758017786,1054800,29.2972348575
880,6.89824030867,54.1239751537,93.383873084,1056000,35.7540868289
881,-21.0557417259,34.8248773469,77.9039751063,1057200,41.4018163839
882,-14.1465297357,32.4563688618,79.6298210427,1058400,38.2861605969
883,-39.7262770979,13.2401301141,77.3301195434,1059600,48.4310544979
884,3.72256753849,32.102006087,55.7210644478,1060800,21.4935158417
885,-40.1999213975,6.71985030309,48.5967094697,1062000,36.4260313371
886,73.2389009223,79.1762305009,89.022205817,1063200,7.01124392083
887,-7.73913452968,25.1729491866,87.4874670784,1064400,44.0863075118
888,66.2627993402,70.2129193439,72.3965675208,1065600,2.79834416033
889,38.4024931344,58.4805071598,82.3453743998,1066800,18.1383460552
890,20.7894185609,23.3279120469,26.9487016215,1068000,2.62839819066
891,54.4604496129,59.4576757141,63.2514033349,1069200,3.68840736
892,-17.3312084332,48.345039286,95.851000527,1070400,47.9595147967
893,-39.3379818145,26.7255365255,86.5374104549,1071600,51.5781988061
894,-4.34107901872,44.2126353783,113.152463482,1072800,50.0857821234
895,7.6393680957,49.2428600165,88.0391187641,1074000,32.8830290114
896,24.9736283141,87.3127340172,133.463806013,1075200,45.7461764578
897,26.4059166645,45.8701913387,77.1769269893,1076400,22.3548172859
898,-11.4565436564,1.82029362356,19.6577833231,1077600,13.1053423894
899,50.2478887357,81.9527908106,101.975926764,1078800,22.675908278
900,-14.6872914589,20.7860690244,85.6694409495,1080000,45.9462005297
901,2.57758521303,44.9814329966,76.3117081069,1081200,31.1035713763
902,24.9253840716,59.3911547157,86.0766788292,1082400,25.56389889
903,-43.5887276341,-2.85832246165,42.9464863233,1083600,35.5096042659
904,42.5001130412,66.0610083281,78.24708578,1084800,16.663360517
905,-36.8820492729,65.0242664211,123.762635658,1086000,72.3384747794
906,-35.9825773827,46.0774755807,88.0291138566,1087200,58.0300990151
907,60.0549222601,74.307477871,95.1629309719,1088400,15.0740784212
908,-5.41473530414,14.6420111043,45.5350086112,1089600,22.1666018244
909,0.14799889012,34.9255423305,62.7569040496,1090800,26.027624193
910,14.0143063769,56.4194700333,80.2020154192,1092000,30.058882664
911,-61.1826776912,-18.2248877373,12.4498928263,1093200,31.2899675084
912,-15.1815580805,37.0154512964,79.4345123025,1094400,39.2407645137
913,-36.6270333383,47.1098824423,111.890129613,1095600,62.0959117621
914,106.007065181,113.859740261,127.642827346,1096800,9.7776579005
915,-14.1957814725,48.7253018361,94.7161153884,1098000,46.0465405503
916,-5.61580295924,44.0138092713,106.669836796,1099200,46.7566882589
917,10.217688463,62.5917168956,93.9512316548,1100400,37.2740651799
918,71.4579175158,84.57942521,96.5345291865,1101600,10.2706535477
919,3.5667227176,52.5255419283,98.394687816,1102800,38.7749515547
920,90.1017202211,114.326904416,132.104134813,1104000,17.7432200951
921,35.1427386541,76.3623307437,134.936933909,1105200,42.548933858
922,-1.44254402487,24.0794394041,52.9562787048,1106400,22.3345662152
923,48.6787164395,80.4269031802,111.332489177,1107600,25.585233913
924,70.2508962268,84.4707754299,110.387964559,1108800,18.3551329458
925,72.9569436646,87.0323057994,103.080287574,1110000,12.3766549936
926,89.4195852195,92.1891496572,94.1312107429,1111200,2.01054306365
927,-13.0974009988,24.5467895758,86.9199382398,1112400,44.4185251386
928,-12.6884717237,58.7176960566,101.95650159,1113600,50.865297263
929,88.5962052978,99.8086475581,121.088607141,1114800,15.054461646
930,9.34001293483,67.6901884666,106.962327576,1116000,42.0753901489
931,-11.3828622769,26.7636864222,92.0142902924,1117200,46.3588549247
932,-19.5664032978,-2.3402413096,8.20356182802,1118400,12.2823228158
933,-44.0520050663,13.5793525545,87.8498854758,1119600,55.1191061741
934,-17.4183642966,65.4859658394,121.284286346,1120800,59.7810345754
935,113.713766714,121.296145061,127.262437286,1122000,5.64803324684
936,-16.8159758343,29.5357125778,86.8097312815,1123200,43.0042228009
937,18.097781717,57.6541068581,131.768689882,1124400,52.446631488
938,-12.0909030032,32.2826408193,78.204191173,1125600,36.8790658888
939,21.0357626395,72.6780308789,111.248356292,1126800,37.9713469195
940,-6.48715830067,50.1907160844,113.670198649,1128000,49.2892416432
941,-16.2058873812,3.45768733427,21.7117933034,1129200,15.5118788618
942,-1.52388793352,39.2826532797,97.2197759025,1130400,42.0925203293
943,64.2639986543,82.7034980263,102.317325543,1131600,15.5573821011
944,9.70822984268,59.732879533,114.007832801,1132800,42.6860680215
945,66.459786086,91.1897668591,110.873358225,1134000,18.4795541447
946,112.278440259,115.833093797,117.768488541,1135200,2.5168309195
947,66.4776119047,107.960777942,143.435868774,1136400,31.7040065906
948,33.8441994118,78.2623200957,111.809605556,1137600,32.7442863479
949,53.1941711997,83.6762772558,112.861431453,1138800,24.3763143184
950,69.3372533734,86.4105848648,99.7476765373,1140000,12.6929921674
951,87.3338853718,107.028792634,133.313514136,1141200,19.3408170133
952,-15.3900656246,74.9283818493,138.155658428,1142400,65.5465279989
953,31.4717838479,87.0186499391,119.776879855,1143600,39.4878795688
954,-23.2319321338,45.7301208532,146.350797267,1144800,72.7611473964
955,16.8507292287,80.3178347449,129.811376181,1146000,47.1626427716
956,0.556173074716,71.3901246775,109.45683806,1147200,50.133871677
957,-46.5855463365,21.5773507966,136.18844564,1148400,81.5256987645
958,90.5493131892,100.523767002,112.548555897,1149600,9.09741997855
959,42.5840866403,87.1374072522,138.871970955,1150800,39.6359841195
960,115.421684205,122.413119268,133.836466344,1152000,8.1448320379
961,-12.3553080012,15.8762634877,38.546782514,1153200,21.1494630834
962,22.795758096,100.611314165,153.484405273,1154400,56.1929743177
963,-5.57404463717,62.1895745997,102.585920875,1155600,48.2104432457
964,-34.0134126587,59.4088725412,111.262629347,1156800,66.1928445773
965,117.486598759,122.049623045,128.450758182,1158000,4.66098606073
966,61.4168787844,101.75653882,134.292116763,1159200,30.2586389932
967,9.70391883757,69.2869011189,106.082426044,1160400,42.5178811201
968,81.2254750596,101.632668115,124.656577976,1161600,17.8269567465
969,2.10808312873,49.734367346,137.837871199,1162800,62.3669133676
970,-47.7864587387,21.3297477752,108.986751394,1164000,65.3313641971
971,5.66056148201,50.8892192766,129.833392468,1165200,56.019490493
972,-18.6080603487,56.6997418216,106.188932409,1166400,54.1203774216
973,-0.233461535807,56.5800715727,139.35789523,1167600,59.8723364538
974,-2.65714236613,75.7640070853,123.008075073,1168800,55.8387232718
975,-56.7321232811,10.7193115492,101.973630655,1170000,66.9418257794
976,64.0145490906,100.597356836,132.573691196,1171200,28.1780492504
977,17.6355216012,92.5304589007,146.127181329,1172400,54.5755569366
978,62.0605152406,98.6225303048,120.535441471,1173600,26.0227648182
979,-38.3841060662,12.5018454489,86.3402317363,1174800,53.4424974875
980,77.8573166483,95.9262416251,106.480249403,1176000,12.8367585537
981,87.9725325215,97.2053587259,107.624031024,1177200,8.06639207087
982,77.8902022663,100.700464877,130.016024219,1178400,21.7717629472
983,97.4116020795,107.029965283,125.198698292,1179600,12.854630731
984,106.040278235,111.255713256,117.633496733,1180800,4.80374640152
985,-13.0489366575,69.0519786416,114.184315603,1182000,58.1497031143
986,29.9774030959,90.0719885388,126.663590968,1183200,42.8279300552
987,7.22330520863,71.6424151187,111.367020603,1184400,45.9626099902
988,111.922285711,123.604212825,139.537105648,1185600,11.6675505035
989,-1.59845356256,72.1147948351,124.267755885,1186800,53.5985706467
990,76.859729215,96.6441855568,111.968305836,1188000,14.6759210144
991,87.1693122964,111.719865103,152.77910352,1189200,29.2183013599
992,-34.4738615794,-10.1292789866,24.9460536915,1190400,25.4170983231
993,-31.6975176396,52.6129573616,95.2818227894,1191600,59.6179836394
994,80.7757813489,101.219110493,117.700616137,1192800,15.3325990429
995,-20.6814242557,94.125659378,157.016319075,1194000,81.304400463
996,-20.7184307237,63.2817363348,130.289311123,1195200,62.8086812921
997,-28.3374733861,40.3126199082,118.472397227,1196400,60.3109171712
998,42.4453533014,115.950922264,153.214724401,1197600,51.9779609737
